code,Название,Бюджет ($),Количество оценок на IMDb,Страна,Сборы в России ($),Время (мин.),Сборы в США ($),Жанр,Слоган,Количество оценок на Кинопоиск,Средняя оценка на Кинопоиск,Режиссер,Возраст,Премьера в мире,Средняя оценка на IMDb,Год производства,Прибыль ($),Средняя оценка,День выхода,Десятилетие
0,Унесенные ветром,3977000.0,294790,США,,222,189523031.0,мелодрама,«The most magnificent picture ever!»,145555,8.375,"['Виктор Флеминг', 'Джордж Кьюкор', 'Сэм Вуд']",12+,1939-12-15,8.1,1939,185546031.0,8.238,Пятница,1930
0,Унесенные ветром,3977000.0,294790,США,,222,189523031.0,история,«The most magnificent picture ever!»,145555,8.375,"['Виктор Флеминг', 'Джордж Кьюкор', 'Сэм Вуд']",12+,1939-12-15,8.1,1939,185546031.0,8.238,Пятница,1930
0,Унесенные ветром,3977000.0,294790,США,,222,189523031.0,драма,«The most magnificent picture ever!»,145555,8.375,"['Виктор Флеминг', 'Джордж Кьюкор', 'Сэм Вуд']",12+,1939-12-15,8.1,1939,185546031.0,8.238,Пятница,1930
0,Унесенные ветром,3977000.0,294790,США,,222,189523031.0,военный,«The most magnificent picture ever!»,145555,8.375,"['Виктор Флеминг', 'Джордж Кьюкор', 'Сэм Вуд']",12+,1939-12-15,8.1,1939,185546031.0,8.238,Пятница,1930
1,Римские каникулы,1500000.0,129480,США,,118,5000000.0,мелодрама,«Romance in romantic Rome!»,104104,8.267,Уильям Уайлер,6+,1953-08-20,8.0,1953,3500000.0,8.133,Четверг,1950
1,Римские каникулы,1500000.0,129480,США,,118,5000000.0,комедия,«Romance in romantic Rome!»,104104,8.267,Уильям Уайлер,6+,1953-08-20,8.0,1953,3500000.0,8.133,Четверг,1950
3,В джазе только девушки,2883848.0,248217,США,,119,25000000.0,мелодрама,«Marilyn Monroe and her bosom companions»,249152,8.457,Билли Уайлдер,12+,1959-03-19,8.2,1959,22116152.0,8.329,Четверг,1950
3,В джазе только девушки,2883848.0,248217,США,,119,25000000.0,комедия,«Marilyn Monroe and her bosom companions»,249152,8.457,Билли Уайлдер,12+,1959-03-19,8.2,1959,22116152.0,8.329,Четверг,1950
3,В джазе только девушки,2883848.0,248217,США,,119,25000000.0,криминал,«Marilyn Monroe and her bosom companions»,249152,8.457,Билли Уайлдер,12+,1959-03-19,8.2,1959,22116152.0,8.329,Четверг,1950
3,В джазе только девушки,2883848.0,248217,США,,119,25000000.0,приключения,«Marilyn Monroe and her bosom companions»,249152,8.457,Билли Уайлдер,12+,1959-03-19,8.2,1959,22116152.0,8.329,Четверг,1950
3,В джазе только девушки,2883848.0,248217,США,,119,25000000.0,музыка,«Marilyn Monroe and her bosom companions»,249152,8.457,Билли Уайлдер,12+,1959-03-19,8.2,1959,22116152.0,8.329,Четверг,1950
5,Полосатый рейс,,2203,СССР,,87,,комедия,-,103416,7.973,Владимир Фетин,12+,1961-06-27,7.5,1961,,7.736,Вторник,1960
5,Полосатый рейс,,2203,СССР,,87,,семейный,-,103416,7.973,Владимир Фетин,12+,1961-06-27,7.5,1961,,7.736,Вторник,1960
5,Полосатый рейс,,2203,СССР,,87,,приключения,-,103416,7.973,Владимир Фетин,12+,1961-06-27,7.5,1961,,7.736,Вторник,1960
6,Завтрак у Тиффани,2500000.0,169745,США,,115,8000000.0,драма,"«The Fairest Lady of All - Audrey Hepburn in One of her Most Lavish, Luscious and Hilarious Hits!»",102485,8.077,Блейк Эдвардс,0+,1961-10-05,7.6,1961,5500000.0,7.838,Четверг,1960
6,Завтрак у Тиффани,2500000.0,169745,США,,115,8000000.0,мелодрама,"«The Fairest Lady of All - Audrey Hepburn in One of her Most Lavish, Luscious and Hilarious Hits!»",102485,8.077,Блейк Эдвардс,0+,1961-10-05,7.6,1961,5500000.0,7.838,Четверг,1960
6,Завтрак у Тиффани,2500000.0,169745,США,,115,8000000.0,комедия,"«The Fairest Lady of All - Audrey Hepburn in One of her Most Lavish, Luscious and Hilarious Hits!»",102485,8.077,Блейк Эдвардс,0+,1961-10-05,7.6,1961,5500000.0,7.838,Четверг,1960
7,Девчата,,3482,СССР,,92,,мелодрама,-,339720,8.354,Юрий Чулюкин,0+,1962-03-07,8.0,1962,,8.177,Среда,1960
7,Девчата,,3482,СССР,,92,,комедия,-,339720,8.354,Юрий Чулюкин,0+,1962-03-07,8.0,1962,,8.177,Среда,1960
8,"Добро пожаловать, или Посторонним вход воспрещен",,2624,СССР,,71,,комедия,-,146431,8.264,Элем Климов,6+,1964-10-09,8.1,1964,,8.182,Пятница,1960
8,"Добро пожаловать, или Посторонним вход воспрещен",,2624,СССР,,71,,семейный,-,146431,8.264,Элем Климов,6+,1964-10-09,8.1,1964,,8.182,Пятница,1960
9,Морозко,,4534,СССР,,84,,фэнтези,-,126270,8.005,Александр Роу,0+,1965-03-24,6.4,1964,,7.203,Среда,1960
9,Морозко,,4534,СССР,,84,,мелодрама,-,126270,8.005,Александр Роу,0+,1965-03-24,6.4,1964,,7.203,Среда,1960
9,Морозко,,4534,СССР,,84,,детский,-,126270,8.005,Александр Роу,0+,1965-03-24,6.4,1964,,7.203,Среда,1960
9,Морозко,,4534,СССР,,84,,комедия,-,126270,8.005,Александр Роу,0+,1965-03-24,6.4,1964,,7.203,Среда,1960
9,Морозко,,4534,СССР,,84,,семейный,-,126270,8.005,Александр Роу,0+,1965-03-24,6.4,1964,,7.203,Среда,1960
10,Операция «Ы» и другие приключения Шурика,,12340,СССР,,95,,комедия,-,607890,8.709,Леонид Гайдай,6+,1965-07-23,8.6,1965,,8.654,Пятница,1960
10,Операция «Ы» и другие приключения Шурика,,12340,СССР,,95,,мелодрама,-,607890,8.709,Леонид Гайдай,6+,1965-07-23,8.6,1965,,8.654,Пятница,1960
10,Операция «Ы» и другие приключения Шурика,,12340,СССР,,95,,криминал,-,607890,8.709,Леонид Гайдай,6+,1965-07-23,8.6,1965,,8.654,Пятница,1960
12,Берегись автомобиля,,4911,СССР,,94,,мелодрама,"«Было темно, тихо и пустынно... Неизвестный старался остаться незамеченным, и это ему удалось... А затем последовали события, которые и составляют эту загадочную и почти невероятную историю»",135762,8.168,Эльдар Рязанов,12+,1966-05-25,8.1,1966,,8.134,Среда,1960
12,Берегись автомобиля,,4911,СССР,,94,,комедия,"«Было темно, тихо и пустынно... Неизвестный старался остаться незамеченным, и это ему удалось... А затем последовали события, которые и составляют эту загадочную и почти невероятную историю»",135762,8.168,Эльдар Рязанов,12+,1966-05-25,8.1,1966,,8.134,Среда,1960
12,Берегись автомобиля,,4911,СССР,,94,,криминал,"«Было темно, тихо и пустынно... Неизвестный старался остаться незамеченным, и это ему удалось... А затем последовали события, которые и составляют эту загадочную и почти невероятную историю»",135762,8.168,Эльдар Рязанов,12+,1966-05-25,8.1,1966,,8.134,Среда,1960
13,"Кавказская пленница, или Новые приключения Шурика",,11188,СССР,,82,,комедия,-,458654,8.455,Леонид Гайдай,6+,1967-04-01,8.4,1966,,8.428,Суббота,1960
13,"Кавказская пленница, или Новые приключения Шурика",,11188,СССР,,82,,приключения,-,458654,8.455,Леонид Гайдай,6+,1967-04-01,8.4,1966,,8.428,Суббота,1960
13,"Кавказская пленница, или Новые приключения Шурика",,11188,СССР,,82,,мелодрама,-,458654,8.455,Леонид Гайдай,6+,1967-04-01,8.4,1966,,8.428,Суббота,1960
13,"Кавказская пленница, или Новые приключения Шурика",,11188,СССР,,82,,мюзикл,-,458654,8.455,Леонид Гайдай,6+,1967-04-01,8.4,1966,,8.428,Суббота,1960
14,Бриллиантовая рука,,13647,СССР,,94,,комедия,«Кинороман в 2-ух частях из жизни контрабандистов»,492182,8.509,Леонид Гайдай,0+,1969-04-28,8.4,1968,,8.454,Понедельник,1960
14,Бриллиантовая рука,,13647,СССР,,94,,приключения,«Кинороман в 2-ух частях из жизни контрабандистов»,492182,8.509,Леонид Гайдай,0+,1969-04-28,8.4,1968,,8.454,Понедельник,1960
14,Бриллиантовая рука,,13647,СССР,,94,,криминал,«Кинороман в 2-ух частях из жизни контрабандистов»,492182,8.509,Леонид Гайдай,0+,1969-04-28,8.4,1968,,8.454,Понедельник,1960
14,Бриллиантовая рука,,13647,СССР,,94,,семейный,«Кинороман в 2-ух частях из жизни контрабандистов»,492182,8.509,Леонид Гайдай,0+,1969-04-28,8.4,1968,,8.454,Понедельник,1960
16,Джентльмены удачи,,10743,СССР,,84,,драма,-,481424,8.529,Александр Серый,6+,1971-12-13,8.5,1971,,8.514,Понедельник,1970
16,Джентльмены удачи,,10743,СССР,,84,,комедия,-,481424,8.529,Александр Серый,6+,1971-12-13,8.5,1971,,8.514,Понедельник,1970
16,Джентльмены удачи,,10743,СССР,,84,,криминал,-,481424,8.529,Александр Серый,6+,1971-12-13,8.5,1971,,8.514,Понедельник,1970
16,Джентльмены удачи,,10743,СССР,,84,,детектив,-,481424,8.529,Александр Серый,6+,1971-12-13,8.5,1971,,8.514,Понедельник,1970
17,12 стульев,,6033,СССР,,153,,комедия,«Amerika Be Seated!»,194490,8.24,Леонид Гайдай,6+,1971-06-21,8.3,1971,,8.27,Понедельник,1970
17,12 стульев,,6033,СССР,,153,,приключения,«Amerika Be Seated!»,194490,8.24,Леонид Гайдай,6+,1971-06-21,8.3,1971,,8.27,Понедельник,1970
17,12 стульев,,6033,СССР,,153,,криминал,«Amerika Be Seated!»,194490,8.24,Леонид Гайдай,6+,1971-06-21,8.3,1971,,8.27,Понедельник,1970
19,Офицеры,,1735,СССР,,91,,драма,-,143410,8.457,Владимир Роговой,6+,1971-07-26,7.7,1971,,8.079,Понедельник,1970
19,Офицеры,,1735,СССР,,91,,военный,-,143410,8.457,Владимир Роговой,6+,1971-07-26,7.7,1971,,8.079,Понедельник,1970
19,Офицеры,,1735,СССР,,91,,мелодрама,-,143410,8.457,Владимир Роговой,6+,1971-07-26,7.7,1971,,8.079,Понедельник,1970
20,...А зори здесь тихие,,3935,СССР,,160,,драма,-,190746,8.511,Станислав Ростоцкий,12+,1972-08-27,8.2,1972,,8.355,Воскресенье,1970
20,...А зори здесь тихие,,3935,СССР,,160,,военный,-,190746,8.511,Станислав Ростоцкий,12+,1972-08-27,8.2,1972,,8.355,Воскресенье,1970
20,...А зори здесь тихие,,3935,СССР,,160,,история,-,190746,8.511,Станислав Ростоцкий,12+,1972-08-27,8.2,1972,,8.355,Воскресенье,1970
22,В бой идут одни «старики»,500000.0,4741,СССР,,87,,военный,-,355845,8.712,Леонид Быков,12+,1974-08-12,8.4,1973,,8.556,Понедельник,1970
22,В бой идут одни «старики»,500000.0,4741,СССР,,87,,драма,-,355845,8.712,Леонид Быков,12+,1974-08-12,8.4,1973,,8.556,Понедельник,1970
22,В бой идут одни «старики»,500000.0,4741,СССР,,87,,комедия,-,355845,8.712,Леонид Быков,12+,1974-08-12,8.4,1973,,8.556,Понедельник,1970
23,Невероятные приключения итальянцев в России,,5334,Италия,,104,,комедия,-,141345,8.048,Эльдар Рязанов,6+,1974-01-31,7.7,1973,,7.874,Четверг,1970
23,Невероятные приключения итальянцев в России,,5334,Италия,,104,,приключения,-,141345,8.048,Эльдар Рязанов,6+,1974-01-31,7.7,1973,,7.874,Четверг,1970
23,Невероятные приключения итальянцев в России,,5334,Италия,,104,,криминал,-,141345,8.048,Эльдар Рязанов,6+,1974-01-31,7.7,1973,,7.874,Четверг,1970
24,Иван Васильевич меняет профессию,,15380,СССР,,88,,фантастика,-,682232,8.781,Леонид Гайдай,6+,1973-09-17,8.4,1973,,8.591,Понедельник,1970
24,Иван Васильевич меняет профессию,,15380,СССР,,88,,комедия,-,682232,8.781,Леонид Гайдай,6+,1973-09-17,8.4,1973,,8.591,Понедельник,1970
24,Иван Васильевич меняет профессию,,15380,СССР,,88,,приключения,-,682232,8.781,Леонид Гайдай,6+,1973-09-17,8.4,1973,,8.591,Понедельник,1970
26,"Ирония судьбы, или С легким паром!  (ТВ)",,11335,СССР,,184,,мелодрама,-,283023,8.191,Эльдар Рязанов,6+,,8.1,1975,,8.146,,1970
26,"Ирония судьбы, или С легким паром!  (ТВ)",,11335,СССР,,184,,комедия,-,283023,8.191,Эльдар Рязанов,6+,,8.1,1975,,8.146,,1970
27,Афоня,,3762,СССР,,92,,драма,«Плохой хороший человек»,125708,8.027,Георгий Данелия,12+,1975-10-13,7.9,1975,,7.963,Понедельник,1970
27,Афоня,,3762,СССР,,92,,мелодрама,«Плохой хороший человек»,125708,8.027,Георгий Данелия,12+,1975-10-13,7.9,1975,,7.963,Понедельник,1970
27,Афоня,,3762,СССР,,92,,комедия,«Плохой хороший человек»,125708,8.027,Георгий Данелия,12+,1975-10-13,7.9,1975,,7.963,Понедельник,1970
28,Они сражались за Родину,,2506,СССР,,160,,драма,-,135049,8.388,Сергей Бондарчук,0+,1975-05-12,8.0,1975,,8.194,Понедельник,1970
28,Они сражались за Родину,,2506,СССР,,160,,военный,-,135049,8.388,Сергей Бондарчук,0+,1975-05-12,8.0,1975,,8.194,Понедельник,1970
30,Служебный роман,,8493,СССР,,159,,драма,-,330932,8.292,Эльдар Рязанов,6+,1977-10-26,8.3,1977,,8.296,Среда,1970
30,Служебный роман,,8493,СССР,,159,,мелодрама,-,330932,8.292,Эльдар Рязанов,6+,1977-10-26,8.3,1977,,8.296,Среда,1970
30,Служебный роман,,8493,СССР,,159,,комедия,-,330932,8.292,Эльдар Рязанов,6+,1977-10-26,8.3,1977,,8.296,Среда,1970
31,Звёздные войны: Эпизод 4 – Новая надежда,11000000.0,1252210,США,,121,307263857.0,фантастика,«Coming to your galaxy this summer»,227412,8.107,Джордж Лукас,0+,1977-05-25,8.6,1977,296263857.0,8.354,Среда,1970
31,Звёздные войны: Эпизод 4 – Новая надежда,11000000.0,1252210,США,,121,307263857.0,боевик,«Coming to your galaxy this summer»,227412,8.107,Джордж Лукас,0+,1977-05-25,8.6,1977,296263857.0,8.354,Среда,1970
31,Звёздные войны: Эпизод 4 – Новая надежда,11000000.0,1252210,США,,121,307263857.0,фэнтези,«Coming to your galaxy this summer»,227412,8.107,Джордж Лукас,0+,1977-05-25,8.6,1977,296263857.0,8.354,Среда,1970
31,Звёздные войны: Эпизод 4 – Новая надежда,11000000.0,1252210,США,,121,307263857.0,приключения,«Coming to your galaxy this summer»,227412,8.107,Джордж Лукас,0+,1977-05-25,8.6,1977,296263857.0,8.354,Среда,1970
33,Шерлок Холмс и доктор Ватсон: Знакомство  (ТВ),,3557,СССР,,68,,криминал,-,129945,8.554,Игорь Масленников,12+,1980-03-22,8.7,1979,,8.627,Суббота,1970
33,Шерлок Холмс и доктор Ватсон: Знакомство  (ТВ),,3557,СССР,,68,,детектив,-,129945,8.554,Игорь Масленников,12+,1980-03-22,8.7,1979,,8.627,Суббота,1970
36,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,18000000.0,1180151,США,,124,209398025.0,фантастика,«The battle continues...»,223591,8.129,Ирвин Кершнер,0+,1980-05-17,8.7,1980,191398025.0,8.415,Суббота,1980
36,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,18000000.0,1180151,США,,124,209398025.0,боевик,«The battle continues...»,223591,8.129,Ирвин Кершнер,0+,1980-05-17,8.7,1980,191398025.0,8.415,Суббота,1980
36,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,18000000.0,1180151,США,,124,209398025.0,фэнтези,«The battle continues...»,223591,8.129,Ирвин Кершнер,0+,1980-05-17,8.7,1980,191398025.0,8.415,Суббота,1980
36,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,18000000.0,1180151,США,,124,209398025.0,приключения,«The battle continues...»,223591,8.129,Ирвин Кершнер,0+,1980-05-17,8.7,1980,191398025.0,8.415,Суббота,1980
38,Укрощение строптивого,,7403,Италия,,107,,мелодрама,-,241468,8.38,Джузеппе Моччиа,12+,1980-12-20,7.7,1980,,8.4,Суббота,1980
38,Укрощение строптивого,,7403,Италия,,107,,комедия,-,241468,8.38,Джузеппе Моччиа,12+,1980-12-20,7.7,1980,,8.4,Суббота,1980
39,Индиана Джонс: В поисках утраченного ковчега,18000000.0,898233,США,,115,212222025.0,приключения,«Indiana Jones - the new hero from the creators of JAWS and STAR WARS»,120346,7.993,Стивен Спилберг,6+,1981-06-12,8.4,1981,194222025.0,8.197,Пятница,1980
39,Индиана Джонс: В поисках утраченного ковчега,18000000.0,898233,США,,115,212222025.0,боевик,«Indiana Jones - the new hero from the creators of JAWS and STAR WARS»,120346,7.993,Стивен Спилберг,6+,1981-06-12,8.4,1981,194222025.0,8.197,Пятница,1980
39,Индиана Джонс: В поисках утраченного ковчега,18000000.0,898233,США,,115,212222025.0,комедия,«Indiana Jones - the new hero from the creators of JAWS and STAR WARS»,120346,7.993,Стивен Спилберг,6+,1981-06-12,8.4,1981,194222025.0,8.197,Пятница,1980
40,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей  (ТВ),,5638,СССР,,154,,детектив,-,159273,8.601,Игорь Масленников,6+,1981-07-25,8.7,1981,,8.651,Суббота,1980
40,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей  (ТВ),,5638,СССР,,154,,криминал,-,159273,8.601,Игорь Масленников,6+,1981-07-25,8.7,1981,,8.651,Суббота,1980
40,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей  (ТВ),,5638,СССР,,154,,приключения,-,159273,8.601,Игорь Масленников,6+,1981-07-25,8.7,1981,,8.651,Суббота,1980
43,Звёздные войны: Эпизод 6 – Возвращение Джедая,32500000.0,967118,США,,131,252583617.0,фантастика,«The Saga Continues»,215999,8.146,Ричард Маркуэнд,0+,1983-05-25,8.3,1983,220083617.0,8.223,Среда,1980
43,Звёздные войны: Эпизод 6 – Возвращение Джедая,32500000.0,967118,США,,131,252583617.0,боевик,«The Saga Continues»,215999,8.146,Ричард Маркуэнд,0+,1983-05-25,8.3,1983,220083617.0,8.223,Среда,1980
43,Звёздные войны: Эпизод 6 – Возвращение Джедая,32500000.0,967118,США,,131,252583617.0,фэнтези,«The Saga Continues»,215999,8.146,Ричард Маркуэнд,0+,1983-05-25,8.3,1983,220083617.0,8.223,Среда,1980
43,Звёздные войны: Эпизод 6 – Возвращение Джедая,32500000.0,967118,США,,131,252583617.0,приключения,«The Saga Continues»,215999,8.146,Ричард Маркуэнд,0+,1983-05-25,8.3,1983,220083617.0,8.223,Среда,1980
47,Любовь и голуби,,4282,СССР,,107,,мелодрама,-,504691,8.266,Владимир Меньшов,12+,1985-01-07,8.0,1984,,8.133,Понедельник,1980
47,Любовь и голуби,,4282,СССР,,107,,комедия,-,504691,8.266,Владимир Меньшов,12+,1985-01-07,8.0,1984,,8.133,Понедельник,1980
48,Назад в будущее,19000000.0,1083395,США,,116,210609762.0,фантастика,«Семнадцатилетний Марти МакФлай пришел вчера домой пораньше. На 30 лет раньше»,470030,8.628,Роберт Земекис,12+,1985-07-03,8.5,1985,191609762.0,8.564,Среда,1980
48,Назад в будущее,19000000.0,1083395,США,,116,210609762.0,комедия,«Семнадцатилетний Марти МакФлай пришел вчера домой пораньше. На 30 лет раньше»,470030,8.628,Роберт Земекис,12+,1985-07-03,8.5,1985,191609762.0,8.564,Среда,1980
48,Назад в будущее,19000000.0,1083395,США,,116,210609762.0,приключения,«Семнадцатилетний Марти МакФлай пришел вчера домой пораньше. На 30 лет раньше»,470030,8.628,Роберт Земекис,12+,1985-07-03,8.5,1985,191609762.0,8.564,Среда,1980
49,Кин-дза-дза!,,11726,СССР,,135,,фантастика,-,133173,7.931,Георгий Данелия,12+,1986-12-01,8.1,1986,,8.015,Понедельник,1980
49,Кин-дза-дза!,,11726,СССР,,135,,драма,-,133173,7.931,Георгий Данелия,12+,1986-12-01,8.1,1986,,8.015,Понедельник,1980
49,Кин-дза-дза!,,11726,СССР,,135,,комедия,-,133173,7.931,Георгий Данелия,12+,1986-12-01,8.1,1986,,8.015,Понедельник,1980
54,Грязные танцы,6000000.0,209158,США,,100,63446382.0,драма,«Танцуй в ритме сердца»,105634,8.041,Эмиль Ардолино,12+,1987-05-12,7.0,1987,57446382.0,7.521,Вторник,1980
54,Грязные танцы,6000000.0,209158,США,,100,63446382.0,мелодрама,«Танцуй в ритме сердца»,105634,8.041,Эмиль Ардолино,12+,1987-05-12,7.0,1987,57446382.0,7.521,Вторник,1980
54,Грязные танцы,6000000.0,209158,США,,100,63446382.0,музыка,«Танцуй в ритме сердца»,105634,8.041,Эмиль Ардолино,12+,1987-05-12,7.0,1987,57446382.0,7.521,Вторник,1980
57,Собачье сердце  (ТВ),,7106,СССР,,136,,фантастика,-,233854,8.347,Владимир Бортко,12+,1988-11-19,8.7,1988,,8.523,Суббота,1980
57,Собачье сердце  (ТВ),,7106,СССР,,136,,драма,-,233854,8.347,Владимир Бортко,12+,1988-11-19,8.7,1988,,8.523,Суббота,1980
57,Собачье сердце  (ТВ),,7106,СССР,,136,,комедия,-,233854,8.347,Владимир Бортко,12+,1988-11-19,8.7,1988,,8.523,Суббота,1980
58,Общество мертвых поэтов,16400000.0,437721,США,,128,95860116.0,драма,«He was their inspiration. He made their lives extraordinary»,157236,8.217,Питер Уир,6+,1989-06-02,8.1,1989,79460116.0,8.159,Пятница,1980
58,Общество мертвых поэтов,16400000.0,437721,США,,128,95860116.0,комедия,«He was their inspiration. He made their lives extraordinary»,157236,8.217,Питер Уир,6+,1989-06-02,8.1,1989,79460116.0,8.159,Пятница,1980
59,Индиана Джонс и последний крестовый поход,48000000.0,702911,США,,127,197171806.0,приключения,"«The man with the hat is back. And this time, he's bringing his Dad»",137151,8.065,Стивен Спилберг,12+,1989-05-24,8.2,1989,149171806.0,8.133,Среда,1980
59,Индиана Джонс и последний крестовый поход,48000000.0,702911,США,,127,197171806.0,боевик,"«The man with the hat is back. And this time, he's bringing his Dad»",137151,8.065,Стивен Спилберг,12+,1989-05-24,8.2,1989,149171806.0,8.133,Среда,1980
59,Индиана Джонс и последний крестовый поход,48000000.0,702911,США,,127,197171806.0,комедия,"«The man with the hat is back. And this time, he's bringing his Dad»",137151,8.065,Стивен Спилберг,12+,1989-05-24,8.2,1989,149171806.0,8.133,Среда,1980
60,Назад в будущее 2,40000000.0,490683,США,,108,118450002.0,фантастика,«Все это о времени»,327239,8.292,Роберт Земекис,12+,1989-11-20,7.8,1989,78450002.0,8.046,Понедельник,1980
60,Назад в будущее 2,40000000.0,490683,США,,108,118450002.0,приключения,«Все это о времени»,327239,8.292,Роберт Земекис,12+,1989-11-20,7.8,1989,78450002.0,8.046,Понедельник,1980
60,Назад в будущее 2,40000000.0,490683,США,,108,118450002.0,боевик,«Все это о времени»,327239,8.292,Роберт Земекис,12+,1989-11-20,7.8,1989,78450002.0,8.046,Понедельник,1980
60,Назад в будущее 2,40000000.0,490683,США,,108,118450002.0,комедия,«Все это о времени»,327239,8.292,Роберт Земекис,12+,1989-11-20,7.8,1989,78450002.0,8.046,Понедельник,1980
60,Назад в будущее 2,40000000.0,490683,США,,108,118450002.0,семейный,«Все это о времени»,327239,8.292,Роберт Земекис,12+,1989-11-20,7.8,1989,78450002.0,8.046,Понедельник,1980
61,Один дома,18000000.0,497094,США,,103,285761243.0,комедия,"«When Kevin's Family Left For Vacation, They Forgot One Minor Detail: Kevin. But Don't Worry... He Cooks. He Cleans. He Kicks Some Butt»",550071,8.239,Крис Коламбус,0+,1990-11-10,7.6,1990,267761243.0,7.92,Суббота,1990
61,Один дома,18000000.0,497094,США,,103,285761243.0,семейный,"«When Kevin's Family Left For Vacation, They Forgot One Minor Detail: Kevin. But Don't Worry... He Cooks. He Cleans. He Kicks Some Butt»",550071,8.239,Крис Коламбус,0+,1990-11-10,7.6,1990,267761243.0,7.92,Суббота,1990
63,Эдвард руки-ножницы,20000000.0,453464,США,,105,56362352.0,фэнтези,«The story of an uncommonly gentle man»,181219,7.989,Тим Бёртон,12+,1990-12-06,7.9,1990,36362352.0,7.944,Четверг,1990
63,Эдвард руки-ножницы,20000000.0,453464,США,,105,56362352.0,драма,«The story of an uncommonly gentle man»,181219,7.989,Тим Бёртон,12+,1990-12-06,7.9,1990,36362352.0,7.944,Четверг,1990
63,Эдвард руки-ножницы,20000000.0,453464,США,,105,56362352.0,мелодрама,«The story of an uncommonly gentle man»,181219,7.989,Тим Бёртон,12+,1990-12-06,7.9,1990,36362352.0,7.944,Четверг,1990
64,Пробуждение,,129046,США,,121,52096475.0,драма,«Открыв глаза на мир одному человеку... он открыл и свои собственные»,133877,8.431,Пенни Маршалл,12+,1990-12-12,7.8,1990,,8.115,Среда,1990
64,Пробуждение,,129046,США,,121,52096475.0,биография,«Открыв глаза на мир одному человеку... он открыл и свои собственные»,133877,8.431,Пенни Маршалл,12+,1990-12-12,7.8,1990,,8.115,Среда,1990
65,Назад в будущее 3,40000000.0,412955,США,,118,87727583.0,фантастика,«Лучшее путешествие они оставили напоследок... Но в этот раз они зашли слишком далеко...»,274176,8.171,Роберт Земекис,12+,1990-05-25,7.4,1990,47727583.0,7.785,Пятница,1990
65,Назад в будущее 3,40000000.0,412955,США,,118,87727583.0,комедия,«Лучшее путешествие они оставили напоследок... Но в этот раз они зашли слишком далеко...»,274176,8.171,Роберт Земекис,12+,1990-05-25,7.4,1990,47727583.0,7.785,Пятница,1990
65,Назад в будущее 3,40000000.0,412955,США,,118,87727583.0,приключения,«Лучшее путешествие они оставили напоследок... Но в этот раз они зашли слишком далеко...»,274176,8.171,Роберт Земекис,12+,1990-05-25,7.4,1990,47727583.0,7.785,Пятница,1990
65,Назад в будущее 3,40000000.0,412955,США,,118,87727583.0,вестерн,«Лучшее путешествие они оставили напоследок... Но в этот раз они зашли слишком далеко...»,274176,8.171,Роберт Земекис,12+,1990-05-25,7.4,1990,47727583.0,7.785,Пятница,1990
68,Привидение,22000000.0,201201,США,,127,217631306.0,мелодрама,«You will believe»,220619,8.161,Джерри Цукер,12+,1990-07-13,7.1,1990,195631306.0,7.63,Пятница,1990
68,Привидение,22000000.0,201201,США,,127,217631306.0,фэнтези,«You will believe»,220619,8.161,Джерри Цукер,12+,1990-07-13,7.1,1990,195631306.0,7.63,Пятница,1990
68,Привидение,22000000.0,201201,США,,127,217631306.0,триллер,«You will believe»,220619,8.161,Джерри Цукер,12+,1990-07-13,7.1,1990,195631306.0,7.63,Пятница,1990
68,Привидение,22000000.0,201201,США,,127,217631306.0,драма,«You will believe»,220619,8.161,Джерри Цукер,12+,1990-07-13,7.1,1990,195631306.0,7.63,Пятница,1990
73,Один дома 2: Затерянный в Нью-Йорке,18000000.0,316072,США,,119,173585516.0,комедия,"«First, he was home alone, now he's lost in New York»",241511,7.96,Крис Коламбус,0+,1992-11-15,6.8,1992,155585516.0,7.38,Воскресенье,1990
73,Один дома 2: Затерянный в Нью-Йорке,18000000.0,316072,США,,119,173585516.0,семейный,"«First, he was home alone, now he's lost in New York»",241511,7.96,Крис Коламбус,0+,1992-11-15,6.8,1992,155585516.0,7.38,Воскресенье,1990
73,Один дома 2: Затерянный в Нью-Йорке,18000000.0,316072,США,,119,173585516.0,приключения,"«First, he was home alone, now he's lost in New York»",241511,7.96,Крис Коламбус,0+,1992-11-15,6.8,1992,155585516.0,7.38,Воскресенье,1990
74,Эйс Вентура: Розыск домашних животных,15000000.0,281721,США,,86,72217396.0,комедия,«Он вне конкуренции!»,140971,7.763,Том Шэдьяк,12+,1994-02-04,6.9,1993,57217396.0,7.332,Пятница,1990
74,Эйс Вентура: Розыск домашних животных,15000000.0,281721,США,,86,72217396.0,детектив,«Он вне конкуренции!»,140971,7.763,Том Шэдьяк,12+,1994-02-04,6.9,1993,57217396.0,7.332,Пятница,1990
74,Эйс Вентура: Розыск домашних животных,15000000.0,281721,США,,86,72217396.0,приключения,«Он вне конкуренции!»,140971,7.763,Том Шэдьяк,12+,1994-02-04,6.9,1993,57217396.0,7.332,Пятница,1990
