code,Название,Бюджет ($),Количество оценок на IMDb,Страна,Сборы в России ($),Время (мин.),Сборы в США ($),Жанр,Слоган,Количество оценок на Кинопоиск,Средняя оценка на Кинопоиск,Режиссер,Возраст,Премьера в мире,Средняя оценка на IMDb,Год производства,Прибыль ($),Средняя оценка,День выхода,Десятилетие
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,США,14834800,150,141621490.0,семейный,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Польша,14834800,150,141621490.0,фэнтези,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Польша,14834800,150,141621490.0,боевик,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Польша,14834800,150,141621490.0,приключения,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Польша,14834800,150,141621490.0,семейный,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Словения,14834800,150,141621490.0,фэнтези,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Словения,14834800,150,141621490.0,боевик,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Словения,14834800,150,141621490.0,приключения,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Словения,14834800,150,141621490.0,семейный,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Чехия,14834800,150,141621490.0,фэнтези,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Чехия,14834800,150,141621490.0,боевик,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Чехия,14834800,150,141621490.0,приключения,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Чехия,14834800,150,141621490.0,семейный,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Великобритания,14834800,150,141621490.0,фэнтези,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Великобритания,14834800,150,141621490.0,боевик,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Великобритания,14834800,150,141621490.0,приключения,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
343,Хроники Нарнии: Принц Каспиан,225000000.0,197806,Великобритания,14834800,150,141621490.0,семейный,"«Всё, что вы знаете, скоро изменится»",117646,6.943,Эндрю Адамсон,12+,2008-05-09,6.5,2008,-83378510.0,6.721,Пятница,2000
345,Марли и я,60000000.0,149002,США,3564287,111,143153751.0,драма,"«Хорошо быть кисою, хорошо собакою...»",130204,7.758,Дэвид Фрэнкел,12+,2008-12-25,7.1,2008,83153751.0,7.429,Четверг,2000
345,Марли и я,60000000.0,149002,США,3564287,111,143153751.0,комедия,"«Хорошо быть кисою, хорошо собакою...»",130204,7.758,Дэвид Фрэнкел,12+,2008-12-25,7.1,2008,83153751.0,7.429,Четверг,2000
345,Марли и я,60000000.0,149002,США,3564287,111,143153751.0,семейный,"«Хорошо быть кисою, хорошо собакою...»",130204,7.758,Дэвид Фрэнкел,12+,2008-12-25,7.1,2008,83153751.0,7.429,Четверг,2000
347,Хэнкок,150000000.0,450737,США,25983000,92,227946274.0,фантастика,«Он - обычный человек... почти»,223448,7.435,Питер Берг,12+,2008-06-16,6.4,2008,77946274.0,6.918,Понедельник,2000
347,Хэнкок,150000000.0,450737,США,25983000,92,227946274.0,боевик,«Он - обычный человек... почти»,223448,7.435,Питер Берг,12+,2008-06-16,6.4,2008,77946274.0,6.918,Понедельник,2000
347,Хэнкок,150000000.0,450737,США,25983000,92,227946274.0,драма,«Он - обычный человек... почти»,223448,7.435,Питер Берг,12+,2008-06-16,6.4,2008,77946274.0,6.918,Понедельник,2000
347,Хэнкок,150000000.0,450737,США,25983000,92,227946274.0,комедия,«Он - обычный человек... почти»,223448,7.435,Питер Берг,12+,2008-06-16,6.4,2008,77946274.0,6.918,Понедельник,2000
351,Вики Кристина Барселона,20000000.0,245339,США,1790974,96,23216709.0,драма,«Life is the ultimate work of art»,107602,7.175,Вуди Аллен,12+,2008-05-17,7.1,2008,3216709.0,7.137,Суббота,2000
351,Вики Кристина Барселона,20000000.0,245339,США,1790974,96,23216709.0,мелодрама,«Life is the ultimate work of art»,107602,7.175,Вуди Аллен,12+,2008-05-17,7.1,2008,3216709.0,7.137,Суббота,2000
351,Вики Кристина Барселона,20000000.0,245339,США,1790974,96,23216709.0,комедия,«Life is the ultimate work of art»,107602,7.175,Вуди Аллен,12+,2008-05-17,7.1,2008,3216709.0,7.137,Суббота,2000
354,Железный человек,140000000.0,960267,Канада,9491200,121,318604126.0,фантастика,«Героями не рождаются. Героями становятся»,390668,7.902,Джон Фавро,12+,2008-04-14,7.9,2008,178604126.0,7.901,Понедельник,2000
354,Железный человек,140000000.0,960267,Канада,9491200,121,318604126.0,боевик,«Героями не рождаются. Героями становятся»,390668,7.902,Джон Фавро,12+,2008-04-14,7.9,2008,178604126.0,7.901,Понедельник,2000
354,Железный человек,140000000.0,960267,Канада,9491200,121,318604126.0,приключения,«Героями не рождаются. Героями становятся»,390668,7.902,Джон Фавро,12+,2008-04-14,7.9,2008,178604126.0,7.901,Понедельник,2000
356,Однажды в Вегасе,35000000.0,166856,США,9062500,99,80277646.0,мелодрама,«Ты везунчик!»,119978,7.247,Том Вон,12+,2008-04-22,6.1,2008,45277646.0,6.673,Вторник,2000
356,Однажды в Вегасе,35000000.0,166856,США,9062500,99,80277646.0,комедия,«Ты везунчик!»,119978,7.247,Том Вон,12+,2008-04-22,6.1,2008,45277646.0,6.673,Вторник,2000
367,Аватар,237000000.0,1136304,Великобритания,119903638,162,749766139.0,фантастика,«Это новый мир»,624120,7.937,Джеймс Кэмерон,12+,2009-12-10,7.8,2009,512766139.0,7.869,Четверг,2000
367,Аватар,237000000.0,1136304,Великобритания,119903638,162,749766139.0,боевик,«Это новый мир»,624120,7.937,Джеймс Кэмерон,12+,2009-12-10,7.8,2009,512766139.0,7.869,Четверг,2000
367,Аватар,237000000.0,1136304,Великобритания,119903638,162,749766139.0,драма,«Это новый мир»,624120,7.937,Джеймс Кэмерон,12+,2009-12-10,7.8,2009,512766139.0,7.869,Четверг,2000
367,Аватар,237000000.0,1136304,Великобритания,119903638,162,749766139.0,приключения,«Это новый мир»,624120,7.937,Джеймс Кэмерон,12+,2009-12-10,7.8,2009,512766139.0,7.869,Четверг,2000
368,500 дней лета,7500000.0,479490,США,555911,95,32391374.0,мелодрама,"«Это не любовная история, это история о любви»",205455,7.627,Марк Уэбб,12+,2009-01-17,7.7,2009,24891374.0,7.663,Суббота,2000
368,500 дней лета,7500000.0,479490,США,555911,95,32391374.0,комедия,"«Это не любовная история, это история о любви»",205455,7.627,Марк Уэбб,12+,2009-01-17,7.7,2009,24891374.0,7.663,Суббота,2000
370,Ангелы и Демоны,150000000.0,278075,Италия,13598187,133,133375846.0,боевик,"«Они пришли, чтобы мстить»",126632,7.453,Рон Ховард,12+,2009-05-04,6.7,2009,-16624154.0,7.077,Понедельник,2000
370,Ангелы и Демоны,150000000.0,278075,Италия,13598187,133,133375846.0,триллер,"«Они пришли, чтобы мстить»",126632,7.453,Рон Ховард,12+,2009-05-04,6.7,2009,-16624154.0,7.077,Понедельник,2000
370,Ангелы и Демоны,150000000.0,278075,Италия,13598187,133,133375846.0,детектив,"«Они пришли, чтобы мстить»",126632,7.453,Рон Ховард,12+,2009-05-04,6.7,2009,-16624154.0,7.077,Понедельник,2000
378,Люди Икс: Начало. Росомаха,150000000.0,474255,Великобритания,7678167,107,179883157.0,фантастика,"«Узнай, с чего начиналась легенда»",206489,7.408,Гэвин Худ,12+,2009-04-08,6.6,2009,29883157.0,7.004,Среда,2000
378,Люди Икс: Начало. Росомаха,150000000.0,474255,Великобритания,7678167,107,179883157.0,боевик,"«Узнай, с чего начиналась легенда»",206489,7.408,Гэвин Худ,12+,2009-04-08,6.6,2009,29883157.0,7.004,Среда,2000
378,Люди Икс: Начало. Росомаха,150000000.0,474255,Великобритания,7678167,107,179883157.0,приключения,"«Узнай, с чего начиналась легенда»",206489,7.408,Гэвин Худ,12+,2009-04-08,6.6,2009,29883157.0,7.004,Среда,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,США,14507635,118,125322469.0,фантастика,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,США,14507635,118,125322469.0,боевик,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,США,14507635,118,125322469.0,приключения,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Германия,14507635,118,125322469.0,фантастика,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Германия,14507635,118,125322469.0,боевик,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Германия,14507635,118,125322469.0,приключения,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Великобритания,14507635,118,125322469.0,фантастика,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Великобритания,14507635,118,125322469.0,боевик,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Великобритания,14507635,118,125322469.0,приключения,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Италия,14507635,118,125322469.0,фантастика,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Италия,14507635,118,125322469.0,боевик,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
379,Терминатор: Да придёт спаситель,200000000.0,346705,Италия,14507635,118,125322469.0,приключения,«Начало конца»,126719,6.763,МакДжи,12+,2009-05-14,6.5,2009,-74677531.0,6.631,Четверг,2000
380,Ночь в музее 2,150000000.0,181116,Канада,11022954,105,177243721.0,фэнтези,"«Когда наступит ночь, начнется битва»",102452,6.535,Шон Леви,12+,2009-05-14,6.0,2009,27243721.0,6.268,Четверг,2000
380,Ночь в музее 2,150000000.0,181116,Канада,11022954,105,177243721.0,комедия,"«Когда наступит ночь, начнется битва»",102452,6.535,Шон Леви,12+,2009-05-14,6.0,2009,27243721.0,6.268,Четверг,2000
380,Ночь в музее 2,150000000.0,181116,Канада,11022954,105,177243721.0,приключения,"«Когда наступит ночь, начнется битва»",102452,6.535,Шон Леви,12+,2009-05-14,6.0,2009,27243721.0,6.268,Четверг,2000
380,Ночь в музее 2,150000000.0,181116,Канада,11022954,105,177243721.0,семейный,"«Когда наступит ночь, начнется битва»",102452,6.535,Шон Леви,12+,2009-05-14,6.0,2009,27243721.0,6.268,Четверг,2000
382,Суррогаты,80000000.0,170088,США,10777118,85,38577772.0,фантастика,«Реален только ты»,111838,6.894,Джонатан Мостоу,12+,2009-09-24,6.3,2009,-41422228.0,6.597,Четверг,2000
382,Суррогаты,80000000.0,170088,США,10777118,85,38577772.0,боевик,«Реален только ты»,111838,6.894,Джонатан Мостоу,12+,2009-09-24,6.3,2009,-41422228.0,6.597,Четверг,2000
382,Суррогаты,80000000.0,170088,США,10777118,85,38577772.0,триллер,«Реален только ты»,111838,6.894,Джонатан Мостоу,12+,2009-09-24,6.3,2009,-41422228.0,6.597,Четверг,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,боевик,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,приключения,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,триллер,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,драма,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,комедия,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,криминал,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,США,16494393,128,209028679.0,детектив,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,боевик,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,приключения,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,триллер,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,драма,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,комедия,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,криминал,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Германия,16494393,128,209028679.0,детектив,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,боевик,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,приключения,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,триллер,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,драма,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,комедия,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,криминал,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Великобритания,16494393,128,209028679.0,детектив,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,боевик,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,приключения,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,триллер,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,драма,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,комедия,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,криминал,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
384,Шерлок Холмс,90000000.0,591544,Австралия,16494393,128,209028679.0,детектив,«От них не скроешься»,410140,8.066,Гай Ричи,12+,2009-12-14,7.6,2009,119028679.0,7.833,Понедельник,2000
385,Трансформеры: Месть падших,200000000.0,388181,США,18170854,149,402111870.0,фантастика,«Месть неминуема»,184585,7.128,Майкл Бэй,12+,2009-06-08,6.0,2009,202111870.0,6.564,Понедельник,2000
385,Трансформеры: Месть падших,200000000.0,388181,США,18170854,149,402111870.0,боевик,«Месть неминуема»,184585,7.128,Майкл Бэй,12+,2009-06-08,6.0,2009,202111870.0,6.564,Понедельник,2000
385,Трансформеры: Месть падших,200000000.0,388181,США,18170854,149,402111870.0,приключения,«Месть неминуема»,184585,7.128,Майкл Бэй,12+,2009-06-08,6.0,2009,202111870.0,6.564,Понедельник,2000
386,Гарри Поттер и Принц-полукровка,250000000.0,487260,Великобритания,18753368,153,301959197.0,фэнтези,«Секрет темных сил раскрыт»,334852,7.729,Дэвид Йейтс,12+,2009-07-06,7.6,2009,51959197.0,7.665,Понедельник,2000
386,Гарри Поттер и Принц-полукровка,250000000.0,487260,Великобритания,18753368,153,301959197.0,приключения,«Секрет темных сил раскрыт»,334852,7.729,Дэвид Йейтс,12+,2009-07-06,7.6,2009,51959197.0,7.665,Понедельник,2000
386,Гарри Поттер и Принц-полукровка,250000000.0,487260,Великобритания,18753368,153,301959197.0,семейный,«Секрет темных сил раскрыт»,334852,7.729,Дэвид Йейтс,12+,2009-07-06,7.6,2009,51959197.0,7.665,Понедельник,2000
389,Каникулы строгого режима,5000000.0,2994,Россия,17566040,113,,драма,«Кино с гарантией»,120205,7.056,Игорь Зайцев,12+,2009-08-13,6.3,2009,,6.678,Четверг,2000
389,Каникулы строгого режима,5000000.0,2994,Россия,17566040,113,,комедия,«Кино с гарантией»,120205,7.056,Игорь Зайцев,12+,2009-08-13,6.3,2009,,6.678,Четверг,2000
389,Каникулы строгого режима,5000000.0,2994,Россия,17566040,113,,приключения,«Кино с гарантией»,120205,7.056,Игорь Зайцев,12+,2009-08-13,6.3,2009,,6.678,Четверг,2000
391,Папе снова 17,20000000.0,184715,США,1928406,102,64167069.0,фэнтези,"«Кто сказал, что молодость уходит?»",127961,7.145,Бёрр Стирс,12+,2009-03-11,6.4,2009,44167069.0,6.772,Среда,2000
391,Папе снова 17,20000000.0,184715,США,1928406,102,64167069.0,драма,"«Кто сказал, что молодость уходит?»",127961,7.145,Бёрр Стирс,12+,2009-03-11,6.4,2009,44167069.0,6.772,Среда,2000
391,Папе снова 17,20000000.0,184715,США,1928406,102,64167069.0,мелодрама,"«Кто сказал, что молодость уходит?»",127961,7.145,Бёрр Стирс,12+,2009-03-11,6.4,2009,44167069.0,6.772,Среда,2000
391,Папе снова 17,20000000.0,184715,США,1928406,102,64167069.0,комедия,"«Кто сказал, что молодость уходит?»",127961,7.145,Бёрр Стирс,12+,2009-03-11,6.4,2009,44167069.0,6.772,Среда,2000
394,Алиса в Стране чудес,200000000.0,389440,Великобритания,42134640,108,334191110.0,фэнтези,«Вы приглашены на безумно важное событие»,252863,7.12,Тим Бёртон,12+,2010-02-25,6.4,2010,134191110.0,6.76,Четверг,2010
394,Алиса в Стране чудес,200000000.0,389440,Великобритания,42134640,108,334191110.0,приключения,«Вы приглашены на безумно важное событие»,252863,7.12,Тим Бёртон,12+,2010-02-25,6.4,2010,134191110.0,6.76,Четверг,2010
394,Алиса в Стране чудес,200000000.0,389440,Великобритания,42134640,108,334191110.0,семейный,«Вы приглашены на безумно важное событие»,252863,7.12,Тим Бёртон,12+,2010-02-25,6.4,2010,134191110.0,6.76,Четверг,2010
400,РЭД,58000000.0,293597,Китай,7540835,111,90380162.0,боевик,«Бывших агентов не бывает»,137928,7.16,Роберт Швентке,12+,2010-10-14,7.0,2010,32380162.0,7.8,Четверг,2010
400,РЭД,58000000.0,293597,Китай,7540835,111,90380162.0,триллер,«Бывших агентов не бывает»,137928,7.16,Роберт Швентке,12+,2010-10-14,7.0,2010,32380162.0,7.8,Четверг,2010
400,РЭД,58000000.0,293597,Китай,7540835,111,90380162.0,комедия,«Бывших агентов не бывает»,137928,7.16,Роберт Швентке,12+,2010-10-14,7.0,2010,32380162.0,7.8,Четверг,2010
400,РЭД,58000000.0,293597,Китай,7540835,111,90380162.0,криминал,«Бывших агентов не бывает»,137928,7.16,Роберт Швентке,12+,2010-10-14,7.0,2010,32380162.0,7.8,Четверг,2010
401,Трон: Наследие,170000000.0,317321,США,21316483,125,172062763.0,фантастика,"«Другая игра, другие правила»",138507,6.89,Джозеф Косински,12+,2010-11-30,6.8,2010,2062763.0,6.845,Вторник,2010
401,Трон: Наследие,170000000.0,317321,США,21316483,125,172062763.0,боевик,"«Другая игра, другие правила»",138507,6.89,Джозеф Косински,12+,2010-11-30,6.8,2010,2062763.0,6.845,Вторник,2010
401,Трон: Наследие,170000000.0,317321,США,21316483,125,172062763.0,приключения,"«Другая игра, другие правила»",138507,6.89,Джозеф Косински,12+,2010-11-30,6.8,2010,2062763.0,6.845,Вторник,2010
402,Социальная сеть,50000000.0,639694,США,4596851,120,96962694.0,драма,"«Нельзя завести 500 миллионов друзей, не нажив ни одного врага»",259045,7.729,Дэвид Финчер,12+,2010-09-24,7.7,2010,46962694.0,7.715,Пятница,2010
402,Социальная сеть,50000000.0,639694,США,4596851,120,96962694.0,биография,"«Нельзя завести 500 миллионов друзей, не нажив ни одного врага»",259045,7.729,Дэвид Финчер,12+,2010-09-24,7.7,2010,46962694.0,7.715,Пятница,2010
403,Перси Джексон и похититель молний,95000000.0,179484,США,7600209,114,88768303.0,фэнтези,«Его судьба решит наше будущее»,121164,6.208,Крис Коламбус,12+,2010-02-10,5.9,2010,-6231697.0,6.054,Среда,2010
403,Перси Джексон и похититель молний,95000000.0,179484,США,7600209,114,88768303.0,приключения,«Его судьба решит наше будущее»,121164,6.208,Крис Коламбус,12+,2010-02-10,5.9,2010,-6231697.0,6.054,Среда,2010
403,Перси Джексон и похититель молний,95000000.0,179484,США,7600209,114,88768303.0,семейный,«Его судьба решит наше будущее»,121164,6.208,Крис Коламбус,12+,2010-02-10,5.9,2010,-6231697.0,6.054,Среда,2010
404,Одноклассники,80000000.0,231816,США,6568157,102,162001186.0,комедия,"«Они выросли, но не повзрослели»",105915,6.807,Деннис Дуган,12+,2010-06-24,5.9,2010,82001186.0,6.354,Четверг,2010
405,Принц Персии: Пески времени,150000000.0,275109,США,21534693,115,90759676.0,фэнтези,«Загляни в будущее»,208736,7.334,Майк Ньюэлл,12+,2010-05-09,6.6,2010,-59240324.0,6.967,Воскресенье,2010
405,Принц Персии: Пески времени,150000000.0,275109,США,21534693,115,90759676.0,боевик,«Загляни в будущее»,208736,7.334,Майк Ньюэлл,12+,2010-05-09,6.6,2010,-59240324.0,6.967,Воскресенье,2010
405,Принц Персии: Пески времени,150000000.0,275109,США,21534693,115,90759676.0,приключения,«Загляни в будущее»,208736,7.334,Майк Ньюэлл,12+,2010-05-09,6.6,2010,-59240324.0,6.967,Воскресенье,2010
407,Ёлки,,3028,Россия,22772019,90,,комедия,«Новый год атакует!»,172402,6.873,"['Тимур Бекмамбетов', 'Александр Войтинский', 'Александр Андрющенко']",12+,2010-12-13,6.2,2010,,6.537,Понедельник,2010
409,Начало,160000000.0,2117269,Великобритания,66113,148,292576195.0,фантастика,«Твой разум - место преступления»,769965,8.66,Кристофер Нолан,12+,2010-07-08,8.8,2010,132576195.0,8.73,Четверг,2010
409,Начало,160000000.0,2117269,Великобритания,66113,148,292576195.0,боевик,«Твой разум - место преступления»,769965,8.66,Кристофер Нолан,12+,2010-07-08,8.8,2010,132576195.0,8.73,Четверг,2010
409,Начало,160000000.0,2117269,Великобритания,66113,148,292576195.0,триллер,«Твой разум - место преступления»,769965,8.66,Кристофер Нолан,12+,2010-07-08,8.8,2010,132576195.0,8.73,Четверг,2010
