Код фильма,Название фильма,Рейтинг эмоции,Эмоция,Жанр,Рейтинг фильма,rating
360,Ангелы Чарли,6.4,Волнительный,Комедия,4.9,5.65
360,Ангелы Чарли,6.4,Волнительный,Боевик,4.9,5.65
360,Ангелы Чарли,6.4,Волнительный,Приключения,4.9,5.65
360,Ангелы Чарли,6.1,Атмосферный,Комедия,4.9,5.5
360,Ангелы Чарли,6.1,Атмосферный,Боевик,4.9,5.5
360,Ангелы Чарли,6.1,Атмосферный,Приключения,4.9,5.5
360,Ангелы Чарли,4.7,Добрый,Комедия,4.9,4.800000000000001
360,Ангелы Чарли,4.7,Добрый,Боевик,4.9,4.800000000000001
360,Ангелы Чарли,4.7,Добрый,Приключения,4.9,4.800000000000001
362,Русский ковчег,6.0,Трогательный,Драма,7.4,6.7
362,Русский ковчег,6.0,Трогательный,Детектив,7.4,6.7
362,Русский ковчег,6.0,Трогательный,Фэнтези,7.4,6.7
362,Русский ковчег,6.0,Трогательный,История,7.4,6.7
362,Русский ковчег,5.8,Волнительный,Драма,7.4,6.6
362,Русский ковчег,5.8,Волнительный,Детектив,7.4,6.6
362,Русский ковчег,5.8,Волнительный,Фэнтези,7.4,6.6
362,Русский ковчег,5.8,Волнительный,История,7.4,6.6
362,Русский ковчег,5.7,Атмосферный,Драма,7.4,6.550000000000001
362,Русский ковчег,5.7,Атмосферный,Детектив,7.4,6.550000000000001
362,Русский ковчег,5.7,Атмосферный,Фэнтези,7.4,6.550000000000001
362,Русский ковчег,5.7,Атмосферный,История,7.4,6.550000000000001
369,Шестое чувство,8.4,Атмосферный,Драма,8.1,8.25
369,Шестое чувство,8.4,Атмосферный,Триллер,8.1,8.25
369,Шестое чувство,8.4,Атмосферный,Детектив,8.1,8.25
369,Шестое чувство,7.9,Волнительный,Драма,8.1,8.0
369,Шестое чувство,7.9,Волнительный,Триллер,8.1,8.0
369,Шестое чувство,7.9,Волнительный,Детектив,8.1,8.0
369,Шестое чувство,5.4,Умный,Драма,8.1,6.75
369,Шестое чувство,5.4,Умный,Триллер,8.1,6.75
369,Шестое чувство,5.4,Умный,Детектив,8.1,6.75
370,Иваново детство,7.4,Добрый,Драма,8.1,7.75
370,Иваново детство,7.4,Добрый,Военный,8.1,7.75
370,Иваново детство,6.5,Трогательный,Драма,8.1,7.3
370,Иваново детство,6.5,Трогательный,Военный,8.1,7.3
370,Иваново детство,5.8,Умный,Драма,8.1,6.949999999999999
370,Иваново детство,5.8,Умный,Военный,8.1,6.949999999999999
372,Мальтийский сокол,8.7,Волнительный,Триллер,8.0,8.35
372,Мальтийский сокол,8.7,Волнительный,Криминал,8.0,8.35
372,Мальтийский сокол,8.7,Волнительный,Детектив,8.0,8.35
372,Мальтийский сокол,7.4,Атмосферный,Триллер,8.0,7.7
372,Мальтийский сокол,7.4,Атмосферный,Криминал,8.0,7.7
372,Мальтийский сокол,7.4,Атмосферный,Детектив,8.0,7.7
372,Мальтийский сокол,6.5,Умный,Триллер,8.0,7.25
372,Мальтийский сокол,6.5,Умный,Криминал,8.0,7.25
372,Мальтийский сокол,6.5,Умный,Детектив,8.0,7.25
383,Невероятный мир глазами Энцо,7.9,Добрый,Драма,7.6,7.75
383,Невероятный мир глазами Энцо,7.9,Добрый,Комедия,7.6,7.75
383,Невероятный мир глазами Энцо,7.9,Добрый,Мелодрама,7.6,7.75
383,Невероятный мир глазами Энцо,7.8,Трогательный,Драма,7.6,7.699999999999999
383,Невероятный мир глазами Энцо,7.8,Трогательный,Комедия,7.6,7.699999999999999
383,Невероятный мир глазами Энцо,7.8,Трогательный,Мелодрама,7.6,7.699999999999999
383,Невероятный мир глазами Энцо,6.3,Вдохновляющий,Драма,7.6,6.949999999999999
383,Невероятный мир глазами Энцо,6.3,Вдохновляющий,Комедия,7.6,6.949999999999999
383,Невероятный мир глазами Энцо,6.3,Вдохновляющий,Мелодрама,7.6,6.949999999999999
389,Пока не сыграл в ящик,8.2,Добрый,Драма,7.4,7.8
389,Пока не сыграл в ящик,8.2,Добрый,Комедия,7.4,7.8
389,Пока не сыграл в ящик,7.2,Трогательный,Драма,7.4,7.300000000000001
389,Пока не сыграл в ящик,7.2,Трогательный,Комедия,7.4,7.300000000000001
389,Пока не сыграл в ящик,6.5,Вдохновляющий,Драма,7.4,6.95
389,Пока не сыграл в ящик,6.5,Вдохновляющий,Комедия,7.4,6.95
390,Терминал,8.1,Трогательный,Драма,7.4,7.75
390,Терминал,8.1,Трогательный,Комедия,7.4,7.75
390,Терминал,6.1,Добрый,Драма,7.4,6.75
390,Терминал,6.1,Добрый,Комедия,7.4,6.75
390,Терминал,5.0,Волнительный,Драма,7.4,6.2
390,Терминал,5.0,Волнительный,Комедия,7.4,6.2
396,Джейн Эйр,8.6,Романтичный,Драма,7.3,7.949999999999999
396,Джейн Эйр,8.6,Романтичный,Мелодрама,7.3,7.949999999999999
396,Джейн Эйр,6.8,Волнительный,Драма,7.3,7.05
396,Джейн Эйр,6.8,Волнительный,Мелодрама,7.3,7.05
396,Джейн Эйр,6.7,Трогательный,Драма,7.3,7.0
396,Джейн Эйр,6.7,Трогательный,Мелодрама,7.3,7.0
417,Шаг вперёд 3D,8.3,Романтичный,Драма,6.2,7.25
417,Шаг вперёд 3D,8.3,Романтичный,Мелодрама,6.2,7.25
417,Шаг вперёд 3D,7.0,Вдохновляющий,Драма,6.2,6.6
417,Шаг вперёд 3D,7.0,Вдохновляющий,Мелодрама,6.2,6.6
417,Шаг вперёд 3D,5.5,Добрый,Драма,6.2,5.85
417,Шаг вперёд 3D,5.5,Добрый,Мелодрама,6.2,5.85
420,Битва за Севастополь,7.9,Трогательный,Драма,7.1,7.5
420,Битва за Севастополь,7.9,Трогательный,Мелодрама,7.1,7.5
420,Битва за Севастополь,7.9,Трогательный,Военный,7.1,7.5
420,Битва за Севастополь,6.4,Волнительный,Драма,7.1,6.75
420,Битва за Севастополь,6.4,Волнительный,Мелодрама,7.1,6.75
420,Битва за Севастополь,6.4,Волнительный,Военный,7.1,6.75
420,Битва за Севастополь,5.5,Атмосферный,Драма,7.1,6.3
420,Битва за Севастополь,5.5,Атмосферный,Мелодрама,7.1,6.3
420,Битва за Севастополь,5.5,Атмосферный,Военный,7.1,6.3
421,Можно только представить,7.3,Трогательный,Драма,7.4,7.35
421,Можно только представить,7.3,Трогательный,Музыка,7.4,7.35
421,Можно только представить,6.1,Романтичный,Драма,7.4,6.75
421,Можно только представить,6.1,Романтичный,Музыка,7.4,6.75
421,Можно только представить,6.1,Добрый,Драма,7.4,6.75
421,Можно только представить,6.1,Добрый,Музыка,7.4,6.75
428,Индиана Джонс и последний крестовый поход,7.9,Атмосферный,Боевик,8.2,8.05
428,Индиана Джонс и последний крестовый поход,7.9,Атмосферный,Приключения,8.2,8.05
428,Индиана Джонс и последний крестовый поход,7.1,Волнительный,Боевик,8.2,7.6499999999999995
428,Индиана Джонс и последний крестовый поход,7.1,Волнительный,Приключения,8.2,7.6499999999999995
428,Индиана Джонс и последний крестовый поход,5.2,Романтичный,Боевик,8.2,6.699999999999999
428,Индиана Джонс и последний крестовый поход,5.2,Романтичный,Приключения,8.2,6.699999999999999
434,Самый быстрый Indian,7.3,Трогательный,Драма,7.8,7.55
434,Самый быстрый Indian,7.1,Вдохновляющий,Драма,7.8,7.449999999999999
434,Самый быстрый Indian,5.9,Добрый,Драма,7.8,6.85
446,Воровка книг,7.8,Волнительный,Драма,7.5,7.65
446,Воровка книг,7.3,Трогательный,Драма,7.5,7.4
446,Воровка книг,6.9,Атмосферный,Драма,7.5,7.2
449,Любовь и милосердие,7.0,Романтичный,Драма,7.4,7.2
449,Любовь и милосердие,7.0,Романтичный,Музыка,7.4,7.2
449,Любовь и милосердие,7.0,Романтичный,История,7.4,7.2
449,Любовь и милосердие,6.2,Добрый,Драма,7.4,6.800000000000001
449,Любовь и милосердие,6.2,Добрый,Музыка,7.4,6.800000000000001
449,Любовь и милосердие,6.2,Добрый,История,7.4,6.800000000000001
449,Любовь и милосердие,6.1,Трогательный,Драма,7.4,6.75
449,Любовь и милосердие,6.1,Трогательный,Музыка,7.4,6.75
449,Любовь и милосердие,6.1,Трогательный,История,7.4,6.75
451,Пряности и страсти,7.5,Романтичный,Драма,7.3,7.4
451,Пряности и страсти,7.5,Романтичный,Комедия,7.3,7.4
451,Пряности и страсти,7.2,Добрый,Драма,7.3,7.25
451,Пряности и страсти,7.2,Добрый,Комедия,7.3,7.25
451,Пряности и страсти,7.0,Трогательный,Драма,7.3,7.15
451,Пряности и страсти,7.0,Трогательный,Комедия,7.3,7.15
455,Опус мистера Холланда,6.5,Трогательный,Драма,7.3,6.9
455,Опус мистера Холланда,6.5,Трогательный,Музыка,7.3,6.9
455,Опус мистера Холланда,6.5,Трогательный,Семейный,7.3,6.9
455,Опус мистера Холланда,5.3,Добрый,Драма,7.3,6.3
455,Опус мистера Холланда,5.3,Добрый,Музыка,7.3,6.3
455,Опус мистера Холланда,5.3,Добрый,Семейный,7.3,6.3
455,Опус мистера Холланда,5.2,Умный,Драма,7.3,6.25
455,Опус мистера Холланда,5.2,Умный,Музыка,7.3,6.25
455,Опус мистера Холланда,5.2,Умный,Семейный,7.3,6.25
457,Невероятная жизнь Уолтера Митти,7.4,Добрый,Драма,7.3,7.35
457,Невероятная жизнь Уолтера Митти,7.4,Добрый,Комедия,7.3,7.35
457,Невероятная жизнь Уолтера Митти,7.4,Добрый,Приключения,7.3,7.35
457,Невероятная жизнь Уолтера Митти,7.4,Добрый,Фэнтези,7.3,7.35
457,Невероятная жизнь Уолтера Митти,7.0,Вдохновляющий,Драма,7.3,7.15
457,Невероятная жизнь Уолтера Митти,7.0,Вдохновляющий,Комедия,7.3,7.15
457,Невероятная жизнь Уолтера Митти,7.0,Вдохновляющий,Приключения,7.3,7.15
457,Невероятная жизнь Уолтера Митти,7.0,Вдохновляющий,Фэнтези,7.3,7.15
457,Невероятная жизнь Уолтера Митти,6.1,Трогательный,Драма,7.3,6.699999999999999
457,Невероятная жизнь Уолтера Митти,6.1,Трогательный,Комедия,7.3,6.699999999999999
457,Невероятная жизнь Уолтера Митти,6.1,Трогательный,Приключения,7.3,6.699999999999999
457,Невероятная жизнь Уолтера Митти,6.1,Трогательный,Фэнтези,7.3,6.699999999999999
458,Агенты А.Н.К.Л.,7.5,Атмосферный,Комедия,7.3,7.4
458,Агенты А.Н.К.Л.,7.5,Атмосферный,Боевик,7.3,7.4
458,Агенты А.Н.К.Л.,7.5,Атмосферный,Приключения,7.3,7.4
458,Агенты А.Н.К.Л.,5.7,Волнительный,Комедия,7.3,6.5
458,Агенты А.Н.К.Л.,5.7,Волнительный,Боевик,7.3,6.5
458,Агенты А.Н.К.Л.,5.7,Волнительный,Приключения,7.3,6.5
458,Агенты А.Н.К.Л.,5.3,Вдохновляющий,Комедия,7.3,6.3
458,Агенты А.Н.К.Л.,5.3,Вдохновляющий,Боевик,7.3,6.3
458,Агенты А.Н.К.Л.,5.3,Вдохновляющий,Приключения,7.3,6.3
463,Агора,7.0,Атмосферный,Драма,7.2,7.1
463,Агора,7.0,Атмосферный,Приключения,7.2,7.1
463,Агора,7.0,Атмосферный,История,7.2,7.1
463,Агора,6.7,Волнительный,Драма,7.2,6.95
463,Агора,6.7,Волнительный,Приключения,7.2,6.95
463,Агора,6.7,Волнительный,История,7.2,6.95
463,Агора,5.5,Трогательный,Драма,7.2,6.35
463,Агора,5.5,Трогательный,Приключения,7.2,6.35
463,Агора,5.5,Трогательный,История,7.2,6.35
468,Меняющие реальность,7.1,Волнительный,Мелодрама,7.0,7.05
468,Меняющие реальность,7.1,Волнительный,Триллер,7.0,7.05
468,Меняющие реальность,7.1,Волнительный,Фантастика,7.0,7.05
468,Меняющие реальность,6.2,Романтичный,Мелодрама,7.0,6.6
468,Меняющие реальность,6.2,Романтичный,Триллер,7.0,6.6
468,Меняющие реальность,6.2,Романтичный,Фантастика,7.0,6.6
468,Меняющие реальность,5.8,Атмосферный,Мелодрама,7.0,6.4
468,Меняющие реальность,5.8,Атмосферный,Триллер,7.0,6.4
468,Меняющие реальность,5.8,Атмосферный,Фантастика,7.0,6.4
472,Полёт навигатора,7.4,Добрый,Семейный,6.9,7.15
472,Полёт навигатора,7.4,Добрый,Приключения,6.9,7.15
472,Полёт навигатора,7.4,Добрый,Фантастика,6.9,7.15
472,Полёт навигатора,6.0,Волнительный,Семейный,6.9,6.45
472,Полёт навигатора,6.0,Волнительный,Приключения,6.9,6.45
472,Полёт навигатора,6.0,Волнительный,Фантастика,6.9,6.45
472,Полёт навигатора,5.3,Атмосферный,Семейный,6.9,6.1
472,Полёт навигатора,5.3,Атмосферный,Приключения,6.9,6.1
472,Полёт навигатора,5.3,Атмосферный,Фантастика,6.9,6.1
473,"То, что ты делаешь",7.1,Трогательный,Драма,6.9,7.0
473,"То, что ты делаешь",7.1,Трогательный,Комедия,6.9,7.0
473,"То, что ты делаешь",7.1,Трогательный,Мелодрама,6.9,7.0
473,"То, что ты делаешь",7.1,Трогательный,Музыка,6.9,7.0
473,"То, что ты делаешь",7.0,Добрый,Драма,6.9,6.95
473,"То, что ты делаешь",7.0,Добрый,Комедия,6.9,6.95
473,"То, что ты делаешь",7.0,Добрый,Мелодрама,6.9,6.95
473,"То, что ты делаешь",7.0,Добрый,Музыка,6.9,6.95
473,"То, что ты делаешь",6.3,Романтичный,Драма,6.9,6.6
473,"То, что ты делаешь",6.3,Романтичный,Комедия,6.9,6.6
473,"То, что ты делаешь",6.3,Романтичный,Мелодрама,6.9,6.6
473,"То, что ты делаешь",6.3,Романтичный,Музыка,6.9,6.6
479,Зов предков,8.0,Трогательный,Драма,6.8,7.4
479,Зов предков,8.0,Трогательный,Семейный,6.8,7.4
479,Зов предков,8.0,Трогательный,Приключения,6.8,7.4
479,Зов предков,7.5,Добрый,Драма,6.8,7.15
479,Зов предков,7.5,Добрый,Семейный,6.8,7.15
479,Зов предков,7.5,Добрый,Приключения,6.8,7.15
479,Зов предков,6.1,Волнительный,Драма,6.8,6.449999999999999
479,Зов предков,6.1,Волнительный,Семейный,6.8,6.449999999999999
479,Зов предков,6.1,Волнительный,Приключения,6.8,6.449999999999999
480,Близнецы,7.5,Добрый,Драма,6.8,7.15
480,Близнецы,6.4,Трогательный,Драма,6.8,6.6
480,Близнецы,6.3,Романтичный,Драма,6.8,6.55
485,Чарли и шоколадная фабрика,7.5,Добрый,Комедия,6.6,7.05
485,Чарли и шоколадная фабрика,7.5,Добрый,Семейный,6.6,7.05
485,Чарли и шоколадная фабрика,7.5,Добрый,Приключения,6.6,7.05
485,Чарли и шоколадная фабрика,7.5,Добрый,Фэнтези,6.6,7.05
485,Чарли и шоколадная фабрика,5.8,Атмосферный,Комедия,6.6,6.199999999999999
485,Чарли и шоколадная фабрика,5.8,Атмосферный,Семейный,6.6,6.199999999999999
485,Чарли и шоколадная фабрика,5.8,Атмосферный,Приключения,6.6,6.199999999999999
485,Чарли и шоколадная фабрика,5.8,Атмосферный,Фэнтези,6.6,6.199999999999999
485,Чарли и шоколадная фабрика,5.6,Смешной,Комедия,6.6,6.1
485,Чарли и шоколадная фабрика,5.6,Смешной,Семейный,6.6,6.1
485,Чарли и шоколадная фабрика,5.6,Смешной,Приключения,6.6,6.1
485,Чарли и шоколадная фабрика,5.6,Смешной,Фэнтези,6.6,6.1
488,Алиса в Зазеркалье,7.8,Добрый,Семейный,6.2,7.0
488,Алиса в Зазеркалье,7.8,Добрый,Приключения,6.2,7.0
488,Алиса в Зазеркалье,7.8,Добрый,Фэнтези,6.2,7.0
488,Алиса в Зазеркалье,6.0,Странный,Семейный,6.2,6.1
488,Алиса в Зазеркалье,6.0,Странный,Приключения,6.2,6.1
488,Алиса в Зазеркалье,6.0,Странный,Фэнтези,6.2,6.1
488,Алиса в Зазеркалье,5.2,Атмосферный,Семейный,6.2,5.7
488,Алиса в Зазеркалье,5.2,Атмосферный,Приключения,6.2,5.7
488,Алиса в Зазеркалье,5.2,Атмосферный,Фэнтези,6.2,5.7
493,Властелин колец: Возвращение Короля,9.2,Атмосферный,Боевик,8.9,9.05
493,Властелин колец: Возвращение Короля,9.2,Атмосферный,Приключения,8.9,9.05
493,Властелин колец: Возвращение Короля,9.2,Атмосферный,Фэнтези,8.9,9.05
493,Властелин колец: Возвращение Короля,6.9,Волнительный,Боевик,8.9,7.9
493,Властелин колец: Возвращение Короля,6.9,Волнительный,Приключения,8.9,7.9
493,Властелин колец: Возвращение Короля,6.9,Волнительный,Фэнтези,8.9,7.9
493,Властелин колец: Возвращение Короля,5.9,Вдохновляющий,Боевик,8.9,7.4
493,Властелин колец: Возвращение Короля,5.9,Вдохновляющий,Приключения,8.9,7.4
493,Властелин колец: Возвращение Короля,5.9,Вдохновляющий,Фэнтези,8.9,7.4
497,Жизнь Пи,7.9,Трогательный,Драма,7.9,7.9
497,Жизнь Пи,7.9,Трогательный,Боевик,7.9,7.9
497,Жизнь Пи,7.9,Трогательный,Приключения,7.9,7.9
497,Жизнь Пи,7.0,Волнительный,Драма,7.9,7.45
497,Жизнь Пи,7.0,Волнительный,Боевик,7.9,7.45
497,Жизнь Пи,7.0,Волнительный,Приключения,7.9,7.45
497,Жизнь Пи,6.8,Атмосферный,Драма,7.9,7.35
497,Жизнь Пи,6.8,Атмосферный,Боевик,7.9,7.35
497,Жизнь Пи,6.8,Атмосферный,Приключения,7.9,7.35
498,Хористы,7.0,Добрый,Драма,7.9,7.45
498,Хористы,6.9,Трогательный,Драма,7.9,7.4
498,Хористы,6.4,Вдохновляющий,Драма,7.9,7.15
500,Кролик Джоджо,6.6,Добрый,Драма,7.9,7.25
500,Кролик Джоджо,6.6,Добрый,Комедия,7.9,7.25
500,Кролик Джоджо,6.6,Добрый,Военный,7.9,7.25
500,Кролик Джоджо,6.1,Смешной,Драма,7.9,7.0
500,Кролик Джоджо,6.1,Смешной,Комедия,7.9,7.0
500,Кролик Джоджо,6.1,Смешной,Военный,7.9,7.0
500,Кролик Джоджо,5.4,Трогательный,Драма,7.9,6.65
500,Кролик Джоджо,5.4,Трогательный,Комедия,7.9,6.65
500,Кролик Джоджо,5.4,Трогательный,Военный,7.9,6.65
505,Гордость и предубеждение,8.8,Романтичный,Драма,7.8,8.3
505,Гордость и предубеждение,8.8,Романтичный,Мелодрама,7.8,8.3
505,Гордость и предубеждение,6.5,Трогательный,Драма,7.8,7.15
505,Гордость и предубеждение,6.5,Трогательный,Мелодрама,7.8,7.15
505,Гордость и предубеждение,6.0,Добрый,Драма,7.8,6.9
505,Гордость и предубеждение,6.0,Добрый,Мелодрама,7.8,6.9
506,Вспоминая Титанов,6.9,Волнительный,Драма,7.8,7.35
506,Вспоминая Титанов,6.6,Вдохновляющий,Драма,7.8,7.199999999999999
506,Вспоминая Титанов,5.8,Трогательный,Драма,7.8,6.8
508,Империя Солнца,6.9,Волнительный,Драма,7.7,7.300000000000001
508,Империя Солнца,6.9,Волнительный,История,7.7,7.300000000000001
508,Империя Солнца,6.9,Волнительный,Военный,7.7,7.300000000000001
508,Империя Солнца,6.2,Вдохновляющий,Драма,7.7,6.95
508,Империя Солнца,6.2,Вдохновляющий,История,7.7,6.95
508,Империя Солнца,6.2,Вдохновляющий,Военный,7.7,6.95
508,Империя Солнца,5.6,Умный,Драма,7.7,6.65
508,Империя Солнца,5.6,Умный,История,7.7,6.65
508,Империя Солнца,5.6,Умный,Военный,7.7,6.65
525,Человек на Луне,7.8,Вдохновляющий,Драма,7.3,7.55
525,Человек на Луне,7.8,Вдохновляющий,История,7.3,7.55
525,Человек на Луне,7.7,Волнительный,Драма,7.3,7.5
525,Человек на Луне,7.7,Волнительный,История,7.3,7.5
525,Человек на Луне,6.5,Атмосферный,Драма,7.3,6.9
525,Человек на Луне,6.5,Атмосферный,История,7.3,6.9
538,"Я, робот",7.8,Атмосферный,Боевик,7.1,7.449999999999999
538,"Я, робот",7.8,Атмосферный,Фантастика,7.1,7.449999999999999
538,"Я, робот",6.4,Волнительный,Боевик,7.1,6.75
538,"Я, робот",6.4,Волнительный,Фантастика,7.1,6.75
538,"Я, робот",5.1,Вдохновляющий,Боевик,7.1,6.1
538,"Я, робот",5.1,Вдохновляющий,Фантастика,7.1,6.1
545,Война миров Z,6.8,Атмосферный,Драма,7.0,6.9
545,Война миров Z,6.8,Атмосферный,Боевик,7.0,6.9
545,Война миров Z,6.8,Атмосферный,Триллер,7.0,6.9
545,Война миров Z,6.8,Атмосферный,Ужасы,7.0,6.9
545,Война миров Z,6.8,Атмосферный,Фантастика,7.0,6.9
545,Война миров Z,6.5,Волнительный,Драма,7.0,6.75
545,Война миров Z,6.5,Волнительный,Боевик,7.0,6.75
545,Война миров Z,6.5,Волнительный,Триллер,7.0,6.75
545,Война миров Z,6.5,Волнительный,Ужасы,7.0,6.75
545,Война миров Z,6.5,Волнительный,Фантастика,7.0,6.75
545,Война миров Z,4.9,Страшный,Драма,7.0,5.95
545,Война миров Z,4.9,Страшный,Боевик,7.0,5.95
545,Война миров Z,4.9,Страшный,Триллер,7.0,5.95
545,Война миров Z,4.9,Страшный,Ужасы,7.0,5.95
545,Война миров Z,4.9,Страшный,Фантастика,7.0,5.95
547,Джейн Остин,8.2,Романтичный,Драма,7.0,7.6
547,Джейн Остин,8.2,Романтичный,Мелодрама,7.0,7.6
547,Джейн Остин,7.2,Трогательный,Драма,7.0,7.1
547,Джейн Остин,7.2,Трогательный,Мелодрама,7.0,7.1
547,Джейн Остин,6.2,Добрый,Драма,7.0,6.6
547,Джейн Остин,6.2,Добрый,Мелодрама,7.0,6.6
548,Мир Юрского периода,7.6,Атмосферный,Боевик,7.0,7.3
548,Мир Юрского периода,7.6,Атмосферный,Триллер,7.0,7.3
548,Мир Юрского периода,7.6,Атмосферный,Приключения,7.0,7.3
548,Мир Юрского периода,7.6,Атмосферный,Фантастика,7.0,7.3
548,Мир Юрского периода,7.6,Волнительный,Боевик,7.0,7.3
548,Мир Юрского периода,7.6,Волнительный,Триллер,7.0,7.3
548,Мир Юрского периода,7.6,Волнительный,Приключения,7.0,7.3
548,Мир Юрского периода,7.6,Волнительный,Фантастика,7.0,7.3
548,Мир Юрского периода,4.2,Добрый,Боевик,7.0,5.6
548,Мир Юрского периода,4.2,Добрый,Триллер,7.0,5.6
548,Мир Юрского периода,4.2,Добрый,Приключения,7.0,5.6
548,Мир Юрского периода,4.2,Добрый,Фантастика,7.0,5.6
553,Сёрфер души,7.2,Вдохновляющий,Драма,7.0,7.1
553,Сёрфер души,7.2,Вдохновляющий,Семейный,7.0,7.1
553,Сёрфер души,7.2,Волнительный,Драма,7.0,7.1
553,Сёрфер души,7.2,Волнительный,Семейный,7.0,7.1
553,Сёрфер души,6.1,Трогательный,Драма,7.0,6.55
553,Сёрфер души,6.1,Трогательный,Семейный,7.0,6.55
555,Новая рождественская сказка,7.6,Добрый,Драма,7.0,7.3
555,Новая рождественская сказка,7.6,Добрый,Комедия,7.0,7.3
555,Новая рождественская сказка,7.6,Добрый,Фэнтези,7.0,7.3
555,Новая рождественская сказка,7.2,Смешной,Драма,7.0,7.1
555,Новая рождественская сказка,7.2,Смешной,Комедия,7.0,7.1
555,Новая рождественская сказка,7.2,Смешной,Фэнтези,7.0,7.1
555,Новая рождественская сказка,5.3,Трогательный,Драма,7.0,6.15
555,Новая рождественская сказка,5.3,Трогательный,Комедия,7.0,6.15
555,Новая рождественская сказка,5.3,Трогательный,Фэнтези,7.0,6.15
561,Лучший стрелок,6.7,Романтичный,Драма,6.9,6.800000000000001
561,Лучший стрелок,6.7,Романтичный,Боевик,6.9,6.800000000000001
561,Лучший стрелок,6.7,Романтичный,Приключения,6.9,6.800000000000001
561,Лучший стрелок,6.4,Волнительный,Драма,6.9,6.65
561,Лучший стрелок,6.4,Волнительный,Боевик,6.9,6.65
561,Лучший стрелок,6.4,Волнительный,Приключения,6.9,6.65
561,Лучший стрелок,6.2,Трогательный,Драма,6.9,6.550000000000001
561,Лучший стрелок,6.2,Трогательный,Боевик,6.9,6.550000000000001
561,Лучший стрелок,6.2,Трогательный,Приключения,6.9,6.550000000000001
563,Интуиция,8.0,Романтичный,Драма,6.9,7.45
563,Интуиция,8.0,Романтичный,Комедия,6.9,7.45
563,Интуиция,8.0,Романтичный,Мелодрама,6.9,7.45
563,Интуиция,7.4,Трогательный,Драма,6.9,7.15
563,Интуиция,7.4,Трогательный,Комедия,6.9,7.15
563,Интуиция,7.4,Трогательный,Мелодрама,6.9,7.15
563,Интуиция,5.7,Добрый,Драма,6.9,6.300000000000001
563,Интуиция,5.7,Добрый,Комедия,6.9,6.300000000000001
563,Интуиция,5.7,Добрый,Мелодрама,6.9,6.300000000000001
564,Всегда говори «ДА»,8.3,Смешной,Комедия,6.8,7.550000000000001
564,Всегда говори «ДА»,8.3,Смешной,Мелодрама,6.8,7.550000000000001
564,Всегда говори «ДА»,8.0,Добрый,Комедия,6.8,7.4
564,Всегда говори «ДА»,8.0,Добрый,Мелодрама,6.8,7.4
564,Всегда говори «ДА»,6.5,Вдохновляющий,Комедия,6.8,6.65
564,Всегда говори «ДА»,6.5,Вдохновляющий,Мелодрама,6.8,6.65
567,Автостопом по галактике,7.6,Атмосферный,Комедия,6.7,7.15
567,Автостопом по галактике,7.6,Атмосферный,Семейный,6.7,7.15
567,Автостопом по галактике,7.6,Атмосферный,Приключения,6.7,7.15
567,Автостопом по галактике,7.6,Атмосферный,Фантастика,6.7,7.15
567,Автостопом по галактике,5.9,Смешной,Комедия,6.7,6.300000000000001
567,Автостопом по галактике,5.9,Смешной,Семейный,6.7,6.300000000000001
567,Автостопом по галактике,5.9,Смешной,Приключения,6.7,6.300000000000001
567,Автостопом по галактике,5.9,Смешной,Фантастика,6.7,6.300000000000001
567,Автостопом по галактике,5.0,Добрый,Комедия,6.7,5.85
567,Автостопом по галактике,5.0,Добрый,Семейный,6.7,5.85
567,Автостопом по галактике,5.0,Добрый,Приключения,6.7,5.85
567,Автостопом по галактике,5.0,Добрый,Фантастика,6.7,5.85
574,Букшоп,6.5,Трогательный,Драма,6.5,6.5
574,Букшоп,6.3,Вдохновляющий,Драма,6.5,6.4
574,Букшоп,6.0,Добрый,Драма,6.5,6.25
576,Салют-7,7.9,Волнительный,Драма,7.2,7.550000000000001
576,Салют-7,7.9,Волнительный,Боевик,7.2,7.550000000000001
576,Салют-7,7.9,Волнительный,Приключения,7.2,7.550000000000001
576,Салют-7,7.1,Атмосферный,Драма,7.2,7.15
576,Салют-7,7.1,Атмосферный,Боевик,7.2,7.15
576,Салют-7,7.1,Атмосферный,Приключения,7.2,7.15
576,Салют-7,7.1,Вдохновляющий,Драма,7.2,7.15
576,Салют-7,7.1,Вдохновляющий,Боевик,7.2,7.15
576,Салют-7,7.1,Вдохновляющий,Приключения,7.2,7.15
582,Головокружение,8.8,Волнительный,Мелодрама,8.3,8.55
582,Головокружение,8.8,Волнительный,Триллер,8.3,8.55
582,Головокружение,8.8,Волнительный,Детектив,8.3,8.55
582,Головокружение,7.2,Атмосферный,Мелодрама,8.3,7.75
582,Головокружение,7.2,Атмосферный,Триллер,8.3,7.75
582,Головокружение,7.2,Атмосферный,Детектив,8.3,7.75
582,Головокружение,6.4,Умный,Мелодрама,8.3,7.3500000000000005
582,Головокружение,6.4,Умный,Триллер,8.3,7.3500000000000005
582,Головокружение,6.4,Умный,Детектив,8.3,7.3500000000000005
584,Монти Пайтон и священный Грааль,6.5,Добрый,Комедия,8.2,7.35
584,Монти Пайтон и священный Грааль,6.5,Добрый,Приключения,8.2,7.35
584,Монти Пайтон и священный Грааль,6.5,Добрый,Фэнтези,8.2,7.35
584,Монти Пайтон и священный Грааль,6.5,Смешной,Комедия,8.2,7.35
584,Монти Пайтон и священный Грааль,6.5,Смешной,Приключения,8.2,7.35
