Код фильма,Название фильма,Рейтинг эмоции,Эмоция,Жанр,Рейтинг фильма,rating
584,Монти Пайтон и священный Грааль,6.5,Смешной,Фэнтези,8.2,7.35
584,Монти Пайтон и священный Грааль,4.7,Умный,Комедия,8.2,6.449999999999999
584,Монти Пайтон и священный Грааль,4.7,Умный,Приключения,8.2,6.449999999999999
584,Монти Пайтон и священный Грааль,4.7,Умный,Фэнтези,8.2,6.449999999999999
591,Броненосец Потёмкин,7.5,Вдохновляющий,Драма,8.0,7.75
591,Броненосец Потёмкин,7.5,Вдохновляющий,История,8.0,7.75
591,Броненосец Потёмкин,7.4,Атмосферный,Драма,8.0,7.7
591,Броненосец Потёмкин,7.4,Атмосферный,История,8.0,7.7
591,Броненосец Потёмкин,6.7,Волнительный,Драма,8.0,7.35
591,Броненосец Потёмкин,6.7,Волнительный,История,8.0,7.35
595,Железный человек,7.4,Атмосферный,Боевик,7.9,7.65
595,Железный человек,7.4,Атмосферный,Приключения,7.9,7.65
595,Железный человек,7.4,Атмосферный,Фантастика,7.9,7.65
595,Железный человек,6.0,Волнительный,Боевик,7.9,6.95
595,Железный человек,6.0,Волнительный,Приключения,7.9,6.95
595,Железный человек,6.0,Волнительный,Фантастика,7.9,6.95
595,Железный человек,4.9,Вдохновляющий,Боевик,7.9,6.4
595,Железный человек,4.9,Вдохновляющий,Приключения,7.9,6.4
595,Железный человек,4.9,Вдохновляющий,Фантастика,7.9,6.4
610,Один дома,8.3,Добрый,Комедия,7.6,7.95
610,Один дома,8.3,Добрый,Семейный,7.6,7.95
610,Один дома,8.2,Смешной,Комедия,7.6,7.8999999999999995
610,Один дома,8.2,Смешной,Семейный,7.6,7.8999999999999995
610,Один дома,6.4,Атмосферный,Комедия,7.6,7.0
610,Один дома,6.4,Атмосферный,Семейный,7.6,7.0
614,Одарённая,7.1,Добрый,Драма,7.6,7.35
614,Одарённая,7.1,Добрый,Комедия,7.6,7.35
614,Одарённая,7.1,Добрый,Семейный,7.6,7.35
614,Одарённая,6.9,Трогательный,Драма,7.6,7.25
614,Одарённая,6.9,Трогательный,Комедия,7.6,7.25
614,Одарённая,6.9,Трогательный,Семейный,7.6,7.25
614,Одарённая,5.4,Вдохновляющий,Драма,7.6,6.5
614,Одарённая,5.4,Вдохновляющий,Комедия,7.6,6.5
614,Одарённая,5.4,Вдохновляющий,Семейный,7.6,6.5
619,Шерлок Холмс: Игра теней,7.7,Умный,Боевик,7.5,7.6
619,Шерлок Холмс: Игра теней,7.7,Умный,Криминал,7.5,7.6
619,Шерлок Холмс: Игра теней,7.7,Умный,Приключения,7.5,7.6
619,Шерлок Холмс: Игра теней,7.7,Умный,Детектив,7.5,7.6
619,Шерлок Холмс: Игра теней,7.4,Атмосферный,Боевик,7.5,7.45
619,Шерлок Холмс: Игра теней,7.4,Атмосферный,Криминал,7.5,7.45
619,Шерлок Холмс: Игра теней,7.4,Атмосферный,Приключения,7.5,7.45
619,Шерлок Холмс: Игра теней,7.4,Атмосферный,Детектив,7.5,7.45
619,Шерлок Холмс: Игра теней,6.2,Волнительный,Боевик,7.5,6.85
619,Шерлок Холмс: Игра теней,6.2,Волнительный,Криминал,7.5,6.85
619,Шерлок Холмс: Игра теней,6.2,Волнительный,Приключения,7.5,6.85
619,Шерлок Холмс: Игра теней,6.2,Волнительный,Детектив,7.5,6.85
625,Джуно,6.6,Добрый,Драма,7.4,7.0
625,Джуно,6.6,Добрый,Комедия,7.4,7.0
625,Джуно,6.6,Добрый,Мелодрама,7.4,7.0
625,Джуно,5.9,Трогательный,Драма,7.4,6.65
625,Джуно,5.9,Трогательный,Комедия,7.4,6.65
625,Джуно,5.9,Трогательный,Мелодрама,7.4,6.65
625,Джуно,5.8,Романтичный,Драма,7.4,6.6
625,Джуно,5.8,Романтичный,Комедия,7.4,6.6
625,Джуно,5.8,Романтичный,Мелодрама,7.4,6.6
629,Прогулка,8.2,Вдохновляющий,Драма,7.3,7.75
629,Прогулка,8.2,Вдохновляющий,Триллер,7.3,7.75
629,Прогулка,8.2,Вдохновляющий,Приключения,7.3,7.75
629,Прогулка,8.0,Волнительный,Драма,7.3,7.65
629,Прогулка,8.0,Волнительный,Триллер,7.3,7.65
629,Прогулка,8.0,Волнительный,Приключения,7.3,7.65
629,Прогулка,5.6,Атмосферный,Драма,7.3,6.449999999999999
629,Прогулка,5.6,Атмосферный,Триллер,7.3,6.449999999999999
629,Прогулка,5.6,Атмосферный,Приключения,7.3,6.449999999999999
635,Монстр,6.5,Жестокий,Драма,7.3,6.9
635,Монстр,6.5,Жестокий,Криминал,7.3,6.9
635,Монстр,5.8,Страшный,Драма,7.3,6.55
635,Монстр,5.8,Страшный,Криминал,7.3,6.55
635,Монстр,5.3,Волнительный,Драма,7.3,6.3
635,Монстр,5.3,Волнительный,Криминал,7.3,6.3
638,Звёздный путь 6: Неоткрытая страна,6.0,Атмосферный,Боевик,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Атмосферный,Триллер,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Атмосферный,Приключения,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Атмосферный,Фантастика,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Волнительный,Боевик,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Волнительный,Триллер,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Волнительный,Приключения,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,6.0,Волнительный,Фантастика,7.2,6.6
638,Звёздный путь 6: Неоткрытая страна,5.3,Трогательный,Боевик,7.2,6.25
638,Звёздный путь 6: Неоткрытая страна,5.3,Трогательный,Триллер,7.2,6.25
638,Звёздный путь 6: Неоткрытая страна,5.3,Трогательный,Приключения,7.2,6.25
638,Звёздный путь 6: Неоткрытая страна,5.3,Трогательный,Фантастика,7.2,6.25
641,Боевой конь,8.2,Трогательный,Драма,7.2,7.699999999999999
641,Боевой конь,8.2,Трогательный,Боевик,7.2,7.699999999999999
641,Боевой конь,8.2,Трогательный,Военный,7.2,7.699999999999999
641,Боевой конь,6.4,Волнительный,Драма,7.2,6.800000000000001
641,Боевой конь,6.4,Волнительный,Боевик,7.2,6.800000000000001
641,Боевой конь,6.4,Волнительный,Военный,7.2,6.800000000000001
641,Боевой конь,5.8,Вдохновляющий,Драма,7.2,6.5
641,Боевой конь,5.8,Вдохновляющий,Боевик,7.2,6.5
641,Боевой конь,5.8,Вдохновляющий,Военный,7.2,6.5
647,Майкл Джексон: Вот и всё,6.8,Волнительный,Документальный,7.2,7.0
647,Майкл Джексон: Вот и всё,6.8,Волнительный,Музыка,7.2,7.0
647,Майкл Джексон: Вот и всё,6.5,Трогательный,Документальный,7.2,6.85
647,Майкл Джексон: Вот и всё,6.5,Трогательный,Музыка,7.2,6.85
647,Майкл Джексон: Вот и всё,5.8,Вдохновляющий,Документальный,7.2,6.5
647,Майкл Джексон: Вот и всё,5.8,Вдохновляющий,Музыка,7.2,6.5
648,Призрак,6.9,Волнительный,Триллер,7.2,7.050000000000001
648,Призрак,6.9,Волнительный,Детектив,7.2,7.050000000000001
648,Призрак,6.1,Атмосферный,Триллер,7.2,6.65
648,Призрак,6.1,Атмосферный,Детектив,7.2,6.65
648,Призрак,5.2,Вдохновляющий,Триллер,7.2,6.2
648,Призрак,5.2,Вдохновляющий,Детектив,7.2,6.2
654,Железный человек 3,6.6,Атмосферный,Боевик,7.1,6.85
654,Железный человек 3,6.6,Атмосферный,Приключения,7.1,6.85
654,Железный человек 3,6.6,Атмосферный,Фантастика,7.1,6.85
654,Железный человек 3,6.0,Волнительный,Боевик,7.1,6.55
654,Железный человек 3,6.0,Волнительный,Приключения,7.1,6.55
654,Железный человек 3,6.0,Волнительный,Фантастика,7.1,6.55
654,Железный человек 3,5.1,Вдохновляющий,Боевик,7.1,6.1
654,Железный человек 3,5.1,Вдохновляющий,Приключения,7.1,6.1
654,Железный человек 3,5.1,Вдохновляющий,Фантастика,7.1,6.1
662,Тор,7.4,Атмосферный,Боевик,7.0,7.2
662,Тор,7.4,Атмосферный,Приключения,7.0,7.2
662,Тор,7.4,Атмосферный,Фэнтези,7.0,7.2
662,Тор,5.9,Волнительный,Боевик,7.0,6.45
662,Тор,5.9,Волнительный,Приключения,7.0,6.45
662,Тор,5.9,Волнительный,Фэнтези,7.0,6.45
662,Тор,4.7,Вдохновляющий,Боевик,7.0,5.85
662,Тор,4.7,Вдохновляющий,Приключения,7.0,5.85
662,Тор,4.7,Вдохновляющий,Фэнтези,7.0,5.85
665,Семейка Аддамс,7.4,Смешной,Комедия,6.9,7.15
665,Семейка Аддамс,7.4,Смешной,Ужасы,6.9,7.15
665,Семейка Аддамс,7.4,Смешной,Семейный,6.9,7.15
665,Семейка Аддамс,7.4,Смешной,Фэнтези,6.9,7.15
665,Семейка Аддамс,5.8,Атмосферный,Комедия,6.9,6.35
665,Семейка Аддамс,5.8,Атмосферный,Ужасы,6.9,6.35
665,Семейка Аддамс,5.8,Атмосферный,Семейный,6.9,6.35
665,Семейка Аддамс,5.8,Атмосферный,Фэнтези,6.9,6.35
665,Семейка Аддамс,5.3,Странный,Комедия,6.9,6.1
665,Семейка Аддамс,5.3,Странный,Ужасы,6.9,6.1
665,Семейка Аддамс,5.3,Странный,Семейный,6.9,6.1
665,Семейка Аддамс,5.3,Странный,Фэнтези,6.9,6.1
668,Люди в чёрном 3,7.2,Смешной,Комедия,6.8,7.0
668,Люди в чёрном 3,7.2,Смешной,Боевик,6.8,7.0
668,Люди в чёрном 3,7.2,Смешной,Фантастика,6.8,7.0
668,Люди в чёрном 3,5.8,Атмосферный,Комедия,6.8,6.3
668,Люди в чёрном 3,5.8,Атмосферный,Боевик,6.8,6.3
668,Люди в чёрном 3,5.8,Атмосферный,Фантастика,6.8,6.3
668,Люди в чёрном 3,4.9,Волнительный,Комедия,6.8,5.85
668,Люди в чёрном 3,4.9,Волнительный,Боевик,6.8,5.85
668,Люди в чёрном 3,4.9,Волнительный,Фантастика,6.8,5.85
677,Алиса в стране чудес,8.2,Добрый,Семейный,6.4,7.3
677,Алиса в стране чудес,8.2,Добрый,Приключения,6.4,7.3
677,Алиса в стране чудес,8.2,Добрый,Фэнтези,6.4,7.3
677,Алиса в стране чудес,6.8,Трогательный,Семейный,6.4,6.6
677,Алиса в стране чудес,6.8,Трогательный,Приключения,6.4,6.6
677,Алиса в стране чудес,6.8,Трогательный,Фэнтези,6.4,6.6
677,Алиса в стране чудес,5.2,Атмосферный,Семейный,6.4,5.800000000000001
677,Алиса в стране чудес,5.2,Атмосферный,Приключения,6.4,5.800000000000001
677,Алиса в стране чудес,5.2,Атмосферный,Фэнтези,6.4,5.800000000000001
681,Место встречи изменить нельзя,7.3,Волнительный,Боевик,8.8,8.05
681,Место встречи изменить нельзя,7.3,Волнительный,Криминал,8.8,8.05
681,Место встречи изменить нельзя,7.3,Волнительный,Детектив,8.8,8.05
681,Место встречи изменить нельзя,6.4,Вдохновляющий,Боевик,8.8,7.6000000000000005
681,Место встречи изменить нельзя,6.4,Вдохновляющий,Криминал,8.8,7.6000000000000005
681,Место встречи изменить нельзя,6.4,Вдохновляющий,Детектив,8.8,7.6000000000000005
681,Место встречи изменить нельзя,5.4,Атмосферный,Боевик,8.8,7.1000000000000005
681,Место встречи изменить нельзя,5.4,Атмосферный,Криминал,8.8,7.1000000000000005
681,Место встречи изменить нельзя,5.4,Атмосферный,Детектив,8.8,7.1000000000000005
687,Властелин колец: Братство кольца,9.3,Атмосферный,Боевик,8.8,9.05
687,Властелин колец: Братство кольца,9.3,Атмосферный,Приключения,8.8,9.05
687,Властелин колец: Братство кольца,9.3,Атмосферный,Фэнтези,8.8,9.05
687,Властелин колец: Братство кольца,6.3,Волнительный,Боевик,8.8,7.550000000000001
687,Властелин колец: Братство кольца,6.3,Волнительный,Приключения,8.8,7.550000000000001
687,Властелин колец: Братство кольца,6.3,Волнительный,Фэнтези,8.8,7.550000000000001
687,Властелин колец: Братство кольца,5.4,Вдохновляющий,Боевик,8.8,7.1000000000000005
687,Властелин колец: Братство кольца,5.4,Вдохновляющий,Приключения,8.8,7.1000000000000005
687,Властелин колец: Братство кольца,5.4,Вдохновляющий,Фэнтези,8.8,7.1000000000000005
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,8.6,Атмосферный,Боевик,8.3,8.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,8.6,Атмосферный,Приключения,8.3,8.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,8.6,Атмосферный,Фантастика,8.3,8.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,6.6,Вдохновляющий,Боевик,8.3,7.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,6.6,Вдохновляющий,Приключения,8.3,7.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,6.6,Вдохновляющий,Фантастика,8.3,7.45
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,5.8,Волнительный,Боевик,8.3,7.050000000000001
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,5.8,Волнительный,Приключения,8.3,7.050000000000001
690,Звёздные войны: Эпизод 6 - Возвращение Джедая,5.8,Волнительный,Фантастика,8.3,7.050000000000001
692,Игры разума,8.6,Умный,Драма,8.2,8.399999999999999
692,Игры разума,8.6,Умный,Мелодрама,8.2,8.399999999999999
692,Игры разума,6.0,Волнительный,Драма,8.2,7.1
692,Игры разума,6.0,Волнительный,Мелодрама,8.2,7.1
692,Игры разума,5.3,Трогательный,Драма,8.2,6.75
692,Игры разума,5.3,Трогательный,Мелодрама,8.2,6.75
696,Малышка на миллион,8.2,Вдохновляющий,Драма,8.1,8.149999999999999
696,Малышка на миллион,7.8,Волнительный,Драма,8.1,7.949999999999999
696,Малышка на миллион,5.0,Трогательный,Драма,8.1,6.55
717,Исходный код,8.1,Волнительный,Триллер,7.5,7.8
717,Исходный код,8.1,Волнительный,Детектив,7.5,7.8
717,Исходный код,8.1,Волнительный,Фантастика,7.5,7.8
717,Исходный код,6.9,Атмосферный,Триллер,7.5,7.2
717,Исходный код,6.9,Атмосферный,Детектив,7.5,7.2
717,Исходный код,6.9,Атмосферный,Фантастика,7.5,7.2
717,Исходный код,6.3,Умный,Триллер,7.5,6.9
717,Исходный код,6.3,Умный,Детектив,7.5,6.9
717,Исходный код,6.3,Умный,Фантастика,7.5,6.9
720,"Дорога, дорога домой",6.5,Волнительный,Драма,7.4,6.95
720,"Дорога, дорога домой",6.5,Волнительный,Комедия,7.4,6.95
720,"Дорога, дорога домой",6.5,Трогательный,Драма,7.4,6.95
720,"Дорога, дорога домой",6.5,Трогательный,Комедия,7.4,6.95
720,"Дорога, дорога домой",5.5,Добрый,Драма,7.4,6.45
720,"Дорога, дорога домой",5.5,Добрый,Комедия,7.4,6.45
722,Неудобная правда,6.5,Волнительный,Документальный,7.4,6.95
722,Неудобная правда,5.5,Умный,Документальный,7.4,6.45
722,Неудобная правда,5.0,Вдохновляющий,Документальный,7.4,6.2
724,Большой переполох в маленьком Китае,6.4,Смешной,Комедия,7.3,6.85
724,Большой переполох в маленьком Китае,6.4,Смешной,Боевик,7.3,6.85
724,Большой переполох в маленьком Китае,6.4,Смешной,Приключения,7.3,6.85
724,Большой переполох в маленьком Китае,6.4,Смешной,Фэнтези,7.3,6.85
724,Большой переполох в маленьком Китае,5.6,Вдохновляющий,Комедия,7.3,6.449999999999999
724,Большой переполох в маленьком Китае,5.6,Вдохновляющий,Боевик,7.3,6.449999999999999
724,Большой переполох в маленьком Китае,5.6,Вдохновляющий,Приключения,7.3,6.449999999999999
724,Большой переполох в маленьком Китае,5.6,Вдохновляющий,Фэнтези,7.3,6.449999999999999
724,Большой переполох в маленьком Китае,5.0,Волнительный,Комедия,7.3,6.15
724,Большой переполох в маленьком Китае,5.0,Волнительный,Боевик,7.3,6.15
724,Большой переполох в маленьком Китае,5.0,Волнительный,Приключения,7.3,6.15
724,Большой переполох в маленьком Китае,5.0,Волнительный,Фэнтези,7.3,6.15
728,Сильверадо,6.8,Волнительный,Вестерн,7.2,7.0
728,Сильверадо,5.2,Атмосферный,Вестерн,7.2,6.2
728,Сильверадо,5.0,Вдохновляющий,Вестерн,7.2,6.1
729,Мост в Терабитию,8.1,Добрый,Драма,7.2,7.65
729,Мост в Терабитию,8.1,Добрый,Семейный,7.2,7.65
729,Мост в Терабитию,8.1,Добрый,Приключения,7.2,7.65
729,Мост в Терабитию,6.3,Трогательный,Драма,7.2,6.75
729,Мост в Терабитию,6.3,Трогательный,Семейный,7.2,6.75
729,Мост в Терабитию,6.3,Трогательный,Приключения,7.2,6.75
729,Мост в Терабитию,4.6,Романтичный,Драма,7.2,5.9
729,Мост в Терабитию,4.6,Романтичный,Семейный,7.2,5.9
729,Мост в Терабитию,4.6,Романтичный,Приключения,7.2,5.9
730,Чемпион,8.4,Трогательный,Драма,7.2,7.800000000000001
730,Чемпион,7.7,Добрый,Драма,7.2,7.45
730,Чемпион,6.9,Волнительный,Драма,7.2,7.050000000000001
739,Шазам!,6.2,Смешной,Комедия,7.0,6.6
739,Шазам!,6.2,Смешной,Боевик,7.0,6.6
739,Шазам!,6.2,Смешной,Фэнтези,7.0,6.6
739,Шазам!,5.9,Добрый,Комедия,7.0,6.45
739,Шазам!,5.9,Добрый,Боевик,7.0,6.45
739,Шазам!,5.9,Добрый,Фэнтези,7.0,6.45
739,Шазам!,4.5,Волнительный,Комедия,7.0,5.75
739,Шазам!,4.5,Волнительный,Боевик,7.0,5.75
739,Шазам!,4.5,Волнительный,Фэнтези,7.0,5.75
747,История призрака,6.0,Страшный,Драма,6.9,6.45
747,История призрака,6.0,Страшный,Фэнтези,6.9,6.45
747,История призрака,5.4,Атмосферный,Драма,6.9,6.15
747,История призрака,5.4,Атмосферный,Фэнтези,6.9,6.15
747,История призрака,4.8,Жестокий,Драма,6.9,5.85
747,История призрака,4.8,Жестокий,Фэнтези,6.9,5.85
748,Каждому своё,7.2,Романтичный,Комедия,6.9,7.050000000000001
748,Каждому своё,6.4,Трогательный,Комедия,6.9,6.65
748,Каждому своё,5.2,Добрый,Комедия,6.9,6.050000000000001
760,Пеле: Рождение легенды,8.7,Вдохновляющий,Драма,7.2,7.949999999999999
760,Пеле: Рождение легенды,6.3,Добрый,Драма,7.2,6.75
760,Пеле: Рождение легенды,5.6,Умный,Драма,7.2,6.4
761,12 стульев,6.1,Вдохновляющий,Комедия,8.3,7.2
761,12 стульев,6.1,Вдохновляющий,Приключения,8.3,7.2
761,12 стульев,6.0,Волнительный,Комедия,8.3,7.15
761,12 стульев,6.0,Волнительный,Приключения,8.3,7.15
761,12 стульев,5.3,Смешной,Комедия,8.3,6.800000000000001
761,12 стульев,5.3,Смешной,Приключения,8.3,6.800000000000001
762,Большие надежды,7.8,Романтичный,Драма,6.4,7.1
762,Большие надежды,7.8,Романтичный,Мелодрама,6.4,7.1
762,Большие надежды,7.5,Трогательный,Драма,6.4,6.95
762,Большие надежды,7.5,Трогательный,Мелодрама,6.4,6.95
762,Большие надежды,6.6,Добрый,Драма,6.4,6.5
762,Большие надежды,6.6,Добрый,Мелодрама,6.4,6.5
765,Война токов,7.7,Умный,Драма,6.5,7.1
765,Война токов,7.7,Умный,История,6.5,7.1
765,Война токов,6.5,Волнительный,Драма,6.5,6.5
765,Война токов,6.5,Волнительный,История,6.5,6.5
765,Война токов,6.1,Вдохновляющий,Драма,6.5,6.3
765,Война токов,6.1,Вдохновляющий,История,6.5,6.3
771,На север через северо-запад,8.8,Волнительный,Триллер,8.3,8.55
771,На север через северо-запад,8.8,Волнительный,Детектив,8.3,8.55
771,На север через северо-запад,6.4,Умный,Триллер,8.3,7.3500000000000005
771,На север через северо-запад,6.4,Умный,Детектив,8.3,7.3500000000000005
771,На север через северо-запад,6.0,Атмосферный,Триллер,8.3,7.15
771,На север через северо-запад,6.0,Атмосферный,Детектив,8.3,7.15
773,Двойная страховка,8.7,Волнительный,Драма,8.3,8.5
773,Двойная страховка,8.7,Волнительный,Триллер,8.3,8.5
773,Двойная страховка,8.7,Волнительный,Криминал,8.3,8.5
773,Двойная страховка,8.7,Волнительный,Детектив,8.3,8.5
773,Двойная страховка,7.2,Атмосферный,Драма,8.3,7.75
773,Двойная страховка,7.2,Атмосферный,Триллер,8.3,7.75
773,Двойная страховка,7.2,Атмосферный,Криминал,8.3,7.75
773,Двойная страховка,7.2,Атмосферный,Детектив,8.3,7.75
773,Двойная страховка,5.7,Умный,Драма,8.3,7.0
773,Двойная страховка,5.7,Умный,Триллер,8.3,7.0
773,Двойная страховка,5.7,Умный,Криминал,8.3,7.0
773,Двойная страховка,5.7,Умный,Детектив,8.3,7.0
775,Самурай,7.6,Атмосферный,Триллер,8.1,7.85
775,Самурай,7.6,Атмосферный,Криминал,8.1,7.85
775,Самурай,7.5,Волнительный,Триллер,8.1,7.8
775,Самурай,7.5,Волнительный,Криминал,8.1,7.8
775,Самурай,5.5,Жестокий,Триллер,8.1,6.8
775,Самурай,5.5,Жестокий,Криминал,8.1,6.8
776,Солярис,7.7,Странный,Драма,8.1,7.9
776,Солярис,7.7,Странный,Детектив,8.1,7.9
776,Солярис,7.7,Странный,Фантастика,8.1,7.9
776,Солярис,6.8,Умный,Драма,8.1,7.449999999999999
776,Солярис,6.8,Умный,Детектив,8.1,7.449999999999999
776,Солярис,6.8,Умный,Фантастика,8.1,7.449999999999999
776,Солярис,5.5,Атмосферный,Драма,8.1,6.8
776,Солярис,5.5,Атмосферный,Детектив,8.1,6.8
776,Солярис,5.5,Атмосферный,Фантастика,8.1,6.8
785,Титаник,8.7,Романтичный,Драма,7.8,8.25
785,Титаник,8.7,Романтичный,Мелодрама,7.8,8.25
785,Титаник,7.5,Трогательный,Драма,7.8,7.65
785,Титаник,7.5,Трогательный,Мелодрама,7.8,7.65
785,Титаник,6.5,Волнительный,Драма,7.8,7.15
785,Титаник,6.5,Волнительный,Мелодрама,7.8,7.15
787,Пробуждение,7.7,Трогательный,Драма,7.8,7.75
787,Пробуждение,6.9,Добрый,Драма,7.8,7.35
787,Пробуждение,5.2,Вдохновляющий,Драма,7.8,6.5
789,Хоббит: Пустошь Смауга,7.9,Атмосферный,Боевик,7.8,7.85
789,Хоббит: Пустошь Смауга,7.9,Атмосферный,Приключения,7.8,7.85
789,Хоббит: Пустошь Смауга,7.9,Атмосферный,Фэнтези,7.8,7.85
789,Хоббит: Пустошь Смауга,6.2,Волнительный,Боевик,7.8,7.0
789,Хоббит: Пустошь Смауга,6.2,Волнительный,Приключения,7.8,7.0
789,Хоббит: Пустошь Смауга,6.2,Волнительный,Фэнтези,7.8,7.0
789,Хоббит: Пустошь Смауга,5.8,Добрый,Боевик,7.8,6.8
789,Хоббит: Пустошь Смауга,5.8,Добрый,Приключения,7.8,6.8
789,Хоббит: Пустошь Смауга,5.8,Добрый,Фэнтези,7.8,6.8
796,Социальная сеть,7.5,Вдохновляющий,Драма,7.7,7.6
796,Социальная сеть,7.3,Умный,Драма,7.7,7.5
796,Социальная сеть,4.8,Атмосферный,Драма,7.7,6.25
811,Книга джунглей,8.5,Добрый,Драма,7.4,7.95
811,Книга джунглей,8.5,Добрый,Семейный,7.4,7.95
811,Книга джунглей,8.5,Добрый,Приключения,7.4,7.95
811,Книга джунглей,8.5,Добрый,Фэнтези,7.4,7.95
811,Книга джунглей,6.5,Трогательный,Драма,7.4,6.95
811,Книга джунглей,6.5,Трогательный,Семейный,7.4,6.95
811,Книга джунглей,6.5,Трогательный,Приключения,7.4,6.95
811,Книга джунглей,6.5,Трогательный,Фэнтези,7.4,6.95
811,Книга джунглей,6.0,Вдохновляющий,Драма,7.4,6.7
811,Книга джунглей,6.0,Вдохновляющий,Семейный,7.4,6.7
811,Книга джунглей,6.0,Вдохновляющий,Приключения,7.4,6.7
811,Книга джунглей,6.0,Вдохновляющий,Фэнтези,7.4,6.7
812,Звёздный путь 4: Дорога Домой,7.0,Волнительный,Приключения,7.3,7.15
812,Звёздный путь 4: Дорога Домой,7.0,Волнительный,Фантастика,7.3,7.15
812,Звёздный путь 4: Дорога Домой,6.6,Атмосферный,Приключения,7.3,6.949999999999999
812,Звёздный путь 4: Дорога Домой,6.6,Атмосферный,Фантастика,7.3,6.949999999999999
812,Звёздный путь 4: Дорога Домой,6.5,Вдохновляющий,Приключения,7.3,6.9
812,Звёздный путь 4: Дорога Домой,6.5,Вдохновляющий,Фантастика,7.3,6.9
823,Ограды,8.3,Трогательный,Драма,7.2,7.75
823,Ограды,7.5,Волнительный,Драма,7.2,7.35
823,Ограды,5.7,Романтичный,Драма,7.2,6.45
829,Вердикт за деньги,7.0,Волнительный,Драма,7.1,7.05
829,Вердикт за деньги,7.0,Волнительный,Триллер,7.1,7.05
829,Вердикт за деньги,6.2,Умный,Драма,7.1,6.65
829,Вердикт за деньги,6.2,Умный,Триллер,7.1,6.65
829,Вердикт за деньги,5.6,Вдохновляющий,Драма,7.1,6.35
829,Вердикт за деньги,5.6,Вдохновляющий,Триллер,7.1,6.35
833,Ноттинг Хилл,8.1,Романтичный,Драма,7.1,7.6
833,Ноттинг Хилл,8.1,Романтичный,Комедия,7.1,7.6
833,Ноттинг Хилл,8.1,Романтичный,Мелодрама,7.1,7.6
833,Ноттинг Хилл,6.6,Трогательный,Драма,7.1,6.85
833,Ноттинг Хилл,6.6,Трогательный,Комедия,7.1,6.85
833,Ноттинг Хилл,6.6,Трогательный,Мелодрама,7.1,6.85
833,Ноттинг Хилл,6.5,Добрый,Драма,7.1,6.8
833,Ноттинг Хилл,6.5,Добрый,Комедия,7.1,6.8
833,Ноттинг Хилл,6.5,Добрый,Мелодрама,7.1,6.8
834,Ограбление по-итальянски,7.6,Волнительный,Боевик,7.0,7.3
834,Ограбление по-итальянски,7.6,Волнительный,Криминал,7.0,7.3
834,Ограбление по-итальянски,5.9,Умный,Боевик,7.0,6.45
834,Ограбление по-итальянски,5.9,Умный,Криминал,7.0,6.45
834,Ограбление по-итальянски,5.5,Атмосферный,Боевик,7.0,6.25
834,Ограбление по-итальянски,5.5,Атмосферный,Криминал,7.0,6.25
836,Слова,7.7,Романтичный,Драма,7.0,7.35
836,Слова,7.7,Романтичный,Триллер,7.0,7.35
836,Слова,6.8,Трогательный,Драма,7.0,6.9
836,Слова,6.8,Трогательный,Триллер,7.0,6.9
836,Слова,6.7,Волнительный,Драма,7.0,6.85
836,Слова,6.7,Волнительный,Триллер,7.0,6.85
839,Предместье,7.0,Добрый,Комедия,6.9,6.95
839,Предместье,7.0,Добрый,Триллер,6.9,6.95
839,Предместье,7.0,Добрый,Ужасы,6.9,6.95
839,Предместье,6.7,Волнительный,Комедия,6.9,6.800000000000001
839,Предместье,6.7,Волнительный,Триллер,6.9,6.800000000000001
839,Предместье,6.7,Волнительный,Ужасы,6.9,6.800000000000001
839,Предместье,5.3,Странный,Комедия,6.9,6.1
839,Предместье,5.3,Странный,Триллер,6.9,6.1
839,Предместье,5.3,Странный,Ужасы,6.9,6.1
840,История рыцаря,7.8,Романтичный,Драма,6.9,7.35
840,История рыцаря,7.8,Романтичный,Мелодрама,6.9,7.35
840,История рыцаря,7.8,Романтичный,Боевик,6.9,7.35
840,История рыцаря,7.8,Романтичный,Приключения,6.9,7.35
840,История рыцаря,6.4,Добрый,Драма,6.9,6.65
840,История рыцаря,6.4,Добрый,Мелодрама,6.9,6.65
840,История рыцаря,6.4,Добрый,Боевик,6.9,6.65
840,История рыцаря,6.4,Добрый,Приключения,6.9,6.65
840,История рыцаря,5.5,Трогательный,Драма,6.9,6.2
840,История рыцаря,5.5,Трогательный,Мелодрама,6.9,6.2
840,История рыцаря,5.5,Трогательный,Боевик,6.9,6.2
